customer_id,address_id,country_code,address_match_key,address_type_code,mail_indicator,carrier_route,address_ncoa_date,address_1,address_2,address_3,address_4,address_5,address_6,post_code,date_last_modified,address_error,address_longitude,address_latitude,timestamp,create_store_no,modify_store_no,create_user_id,create_date,modify_user_id,create_source_id,create_comment,modify_source_id,modify_comment,posted_date,old_customer_id,temp_old_cust_no
340,1,ESP,752012810    HOME,OTHER,0,C2802,02-08-2017,9341 Cedar Rd,#916,Dallas,TX,Building A,Floor 2,75201-6617,02-08-2017 00:00,R913,-90.148331,35.603938,000000002BFAB685,9422,9330,1000,03-03-2012 00:00,2000,3,Address verification,0,Verified,02-08-2017 00:00,OLD461486,3324183
340,2,AUS,787019728    HOME,MAIL,0,C2053,22-12-2015,7296 Elm St,#137,Austin,TX,Building A,Floor 1,78701-9230,22-12-2015 00:00,R914,-100.36306,40.656733,000000001255EA4F,9330,9451,1000,30-08-2012 00:00,-1,2,Initial load,0,Manual correction,22-12-2015 00:00,OLD533095,9781987
341,1,USA,921014747    WORK,WORK,0,C9560,30-03-2017,4365 Church Rd,Unit 39,San Diego,CA,West Tower,Ground Floor,92101-7674,30-03-2017 00:00,R913,-91.711551,25.141746,0000000015425F83,9330,1,2000,08-01-2013 00:00,-2,3,Data import,1,NCOA update,30-03-2017 00:00,OLD969258,8032455
341,2,CAN,430044581    WORK,BILL,0,C2378,13-07-2021,1461 Maple Dr,Apt 406,Columbus,OH,South Wing,Mezzanine,43004-3822,13-07-2021 00:00,R913,-112.129964,27.173787,000000000F216DD9,9330,5011,-1,28-07-2012 00:00,1000,1,Data import,3,Verified,13-07-2021 00:00,OLD492137,8311787
342,1,JPN,921019488    BILL,BILL,1,C4701,07-03-2015,3002 Salido Ave,#814,San Diego,CA,Building A,Floor 2,92101-9133,07-03-2015 00:00,R914,-124.827466,36.537784,0000000019A191DE,9851,9851,1000,03-05-2014 00:00,2000,1,Customer update,1,NCOA update,07-03-2015 00:00,OLD834571,1528984
342,2,JPN,951012210    WORK,HOME,0,C9909,08-12-2024,6414 Market St,#106,San Jose,CA,East Tower,Ground Floor,95101-6504,08-12-2024 00:00,R915,-90.126051,28.180146,0000000010893398,9588,9588,3000,04-06-2014 00:00,-2,2,System migration,2,Verified,08-12-2024 00:00,OLD756742,9474885
343,1,GBR,900018997    WORK,WORK,0,R529,13-04-2014,4384 Elm St,Apt 587,Los Angeles,CA,Building B,Mezzanine,90001-1389,13-04-2014 00:00,R914,-101.260839,28.658528,000000001E0E1B08,1,1,-1,26-01-2013 00:00,1000,4,Customer update,3,Updated by customer,13-04-2014 00:00,OLD197675,6638531
344,1,CAN,951017603    WORK,SHIP,1,R373,12-02-2019,4383 Lake Dr,Apt 750,San Jose,CA,South Wing,Floor 2,95101-7314,12-02-2019 00:00,VALID,-65.540438,25.932433,000000002B091E19,9851,5011,1000,07-06-2012 00:00,3000,1,Customer update,1,Manual correction,12-02-2019 00:00,OLD200480,4048680
345,1,JPN,190193461    BILL,WORK,0,R510,27-08-2022,5898 Maple Dr,Apt 23,Philadelphia,PA,East Tower,Mezzanine,19019-4854,27-08-2022 00:00,VERIFIED,-112.64231,26.155565,0000000005289F7A,9451,9588,-2,08-08-2014 00:00,2000,2,Initial load,3,System update,27-08-2022 00:00,OLD186255,3531859
345,2,AUS,100015756    BILL,WORK,1,C5308,27-02-2022,1237 Salido Ave,Apt 283,New York,NY,Building B,Mezzanine,10001-2753,27-02-2022 00:00,R915,-111.542531,27.476174,0000000032E6DD5B,2,1,2000,20-09-2014 00:00,-2,3,Address verification,3,NCOA update,27-02-2022 00:00,OLD907999,4861066
346,1,ITA,100017950    BILL,WORK,0,C8305,14-02-2021,9508 Cedar Rd,Apt 683,New York,NY,West Tower,Floor 1,10001-7471,14-02-2021 00:00,R915,-78.443412,48.405483,0000000006930EC3,9330,9851,-2,13-07-2013 00:00,3000,2,Address verification,0,NCOA update,14-02-2021 00:00,OLD129593,8512500
346,2,MEX,100013699    HOME,SHIP,1,R496,29-05-2020,8145 Oak Ave,Suite 202,New York,NY,South Wing,Floor 1,10001-8620,29-05-2020 00:00,R914,-120.073653,45.044265,000000002D2A0E2C,1,1,-1,19-02-2012 00:00,2000,3,Data import,3,System update,29-05-2020 00:00,OLD787184,6444211
347,1,MEX,190197171    SHIP,MAIL,0,R969,27-08-2025,9092 Pine Ave,Unit 27,Philadelphia,PA,East Tower,Ground Floor,19019-5456,27-08-2025 00:00,R915,-101.294337,31.278769,000000000309DAA2,9851,9451,-2,15-06-2012 00:00,-1,4,Customer update,3,Updated by customer,27-08-2025 00:00,OLD993331,7440319
348,1,FRA,900017421    BILL,BILL,0,R694,16-12-2014,9357 Cedar Rd,Apt 515,Los Angeles,CA,Building A,Floor 1,90001-4010,16-12-2014 00:00,R914,-101.475758,30.918711,0000000021B4E65E,9422,9330,3000,21-08-2014 00:00,-2,2,Address verification,1,Manual correction,16-12-2014 00:00,OLD710925,8673434
348,2,USA,331015823    MAIL,HOME,1,R170,04-03-2014,4750 Church Rd,#896,Miami,FL,South Wing,Floor 3,33101-8086,04-03-2014 00:00,R915,-93.491614,33.529142,000000001D6E5CE0,2,9851,2000,31-03-2012 00:00,2000,1,Address verification,1,System update,04-03-2014 00:00,OLD935423,8595121
349,1,AUS,190192510    WORK,MAIL,0,C1182,11-10-2023,3300 Maple Dr,Apt 692,Philadelphia,PA,South Wing,Floor 3,19019-1461,11-10-2023 00:00,R914,-66.702189,27.37485,000000000C44AAEC,9451,9330,3000,09-07-2014 00:00,-1,3,System migration,3,Updated by customer,11-10-2023 00:00,OLD950229,9010694
349,2,USA,321591819    WORK,HOME,1,R197,05-02-2022,8194 Maple Dr,Apt 392,Lady Lake,FL,West Tower,Floor 3,32159-5351,05-02-2022 00:00,R913,-113.303707,41.388553,0000000037632F84,9422,9422,2000,15-11-2012 00:00,-1,4,Customer update,3,System update,05-02-2022 00:00,OLD333683,4884356
350,1,AUS,761015419    HOME,HOME,0,R198,19-02-2013,6933 Elm St,Apt 641,Fort Worth,TX,Building B,Floor 1,76101-4326,19-02-2013 00:00,VALID,-101.457766,46.227201,0000000018DEFE94,9422,1,3000,12-01-2012 00:00,3000,3,Customer update,1,Manual correction,19-02-2013 00:00,OLD329748,2197727
350,2,AUS,770017031    WORK,WORK,0,C4442,11-11-2017,1345 Maple Dr,Unit 50,Houston,TX,East Tower,Floor 2,77001-7332,11-11-2017 00:00,R914,-65.049722,34.852852,000000001EB01CEF,9588,9588,1000,21-09-2014 00:00,3000,4,Data import,1,Manual correction,11-11-2017 00:00,OLD971207,6493459
351,1,ESP,850014624    SHIP,WORK,0,C2599,13-01-2025,9522 Park Ln,Apt 143,Phoenix,AZ,East Tower,Floor 2,85001-3796,13-01-2025 00:00,VALID,-108.928356,41.932277,000000003A6B8748,2,9422,3000,07-01-2013 00:00,2000,1,Address verification,3,System update,13-01-2025 00:00,OLD492304,6870668
351,2,ESP,787012332    BILL,HOME,0,C5709,13-08-2025,9753 Broadway,Suite 122,Austin,TX,West Tower,Mezzanine,78701-6928,13-08-2025 00:00,R913,-118.96272,35.868272,0000000006ADF3BC,5011,2,2000,27-01-2014 00:00,2000,1,Initial load,3,Updated by customer,13-08-2025 00:00,OLD754190,2761272
352,1,ITA,850015592    BILL,HOME,1,R538,04-02-2015,3859 Washington Ave,#303,Phoenix,AZ,South Wing,Floor 2,85001-3823,04-02-2015 00:00,VALID,-75.29897,33.551295,000000000EFBECD6,9330,9451,-1,22-04-2013 00:00,2000,4,Initial load,2,Updated by customer,04-02-2015 00:00,OLD363414,2471500
353,1,FRA,951015021    SHIP,MAIL,0,C1222,20-04-2019,8632 Pine Ave,Unit 34,San Jose,CA,West Tower,Floor 1,95101-2896,20-04-2019 00:00,R914,-105.790225,38.648658,00000000035E2305,2,5011,-2,04-07-2014 00:00,3000,3,Address verification,0,Verified,20-04-2019 00:00,OLD137150,8998725
353,2,GBR,321595577    WORK,BILL,0,R764,11-12-2014,6057 Salido Ave,Unit 2,Lady Lake,FL,Building A,Floor 2,32159-5851,11-12-2014 00:00,VALID,-88.779872,49.575294,00000000341E1A8C,9588,9422,2000,10-07-2012 00:00,-2,4,Initial load,0,System update,11-12-2014 00:00,OLD535953,6253503
354,1,AUS,331012932    WORK,MAIL,0,C3298,19-12-2017,87 Oak Ave,Suite 657,Miami,FL,South Wing,Floor 3,33101-6210,19-12-2017 00:00,VERIFIED,-87.941675,44.788812,000000002F178A4E,9422,9422,2000,07-09-2014 00:00,-2,2,Customer update,1,System update,19-12-2017 00:00,OLD542655,8238494
355,1,MEX,190195795    SHIP,SHIP,0,C1892,28-09-2020,6541 Hill St,Apt 548,Philadelphia,PA,East Tower,Floor 2,19019-6327,28-09-2020 00:00,R915,-93.780154,46.36314,000000003711547E,9451,9422,1000,15-01-2013 00:00,1000,4,System migration,3,NCOA update,28-09-2020 00:00,OLD736870,2858593
356,1,FRA,606016340    HOME,HOME,1,R569,07-05-2015,6492 Maple Dr,Apt 335,Chicago,IL,North Wing,Floor 2,60601-7960,07-05-2015 00:00,R914,-69.534744,37.240145,0000000004F51A29,9330,9588,-2,23-05-2012 00:00,-1,2,System migration,0,System update,07-05-2015 00:00,OLD716490,4131745
356,2,MEX,850018084    MAIL,SHIP,0,C6998,11-09-2019,5476 Salido Ave,Suite 442,Phoenix,AZ,Building A,Mezzanine,85001-9978,11-09-2019 00:00,VALID,-66.584751,43.755497,00000000174967B6,9588,9330,-2,23-01-2014 00:00,-2,4,Customer update,2,Verified,11-09-2019 00:00,OLD866851,1351788
357,1,DEU,787014471    SHIP,BILL,0,C4426,16-07-2015,6012 Park Ln,Unit 24,Austin,TX,North Wing,Ground Floor,78701-6752,16-07-2015 00:00,R915,-79.233708,39.13273,00000000266AD20D,9588,9422,1000,25-08-2013 00:00,-1,1,Data import,3,System update,16-07-2015 00:00,OLD828139,6828943
358,1,USA,606015068    SHIP,BILL,0,C2261,14-09-2024,3411 Salido Ave,Apt 101,Chicago,IL,South Wing,Floor 2,60601-2751,14-09-2024 00:00,R914,-67.069493,44.286068,000000001B1B9C4C,2,5011,-2,02-01-2013 00:00,1000,3,System migration,2,Updated by customer,14-09-2024 00:00,OLD693496,3392330
359,1,USA,770011063    SHIP,MAIL,1,C7627,05-08-2023,576 Oak Ave,Unit 22,Houston,TX,Building A,Floor 3,77001-4545,05-08-2023 00:00,R914,-122.284079,34.107978,000000003805EE96,9330,9330,-1,04-06-2014 00:00,1000,4,Initial load,0,Updated by customer,05-08-2023 00:00,OLD335383,4140017
360,1,GBR,782017757    SHIP,MAIL,1,R311,27-04-2016,6678 Elm St,Unit 27,San Antonio,TX,North Wing,Floor 3,78201-2205,27-04-2016 00:00,R915,-100.753971,27.362074,0000000034036464,9330,9451,1000,21-07-2012 00:00,2000,2,Initial load,2,Manual correction,27-04-2016 00:00,OLD415476,8186065
361,1,ITA,951018362    HOME,BILL,1,C3753,19-05-2021,6482 Church Rd,Apt 576,San Jose,CA,Building B,Floor 3,95101-1273,19-05-2021 00:00,VALID,-101.641987,34.074359,0000000017BBD2AA,9451,5011,3000,28-09-2013 00:00,1000,2,Address verification,1,System update,19-05-2021 00:00,OLD468865,6209633
362,1,MEX,787012212    BILL,SHIP,1,C5855,29-06-2019,3862 Elm St,Apt 223,Austin,TX,East Tower,Floor 1,78701-4732,29-06-2019 00:00,VALID,-93.545832,38.695925,000000002E2D8109,2,5011,2000,19-09-2013 00:00,-1,2,Customer update,2,System update,29-06-2019 00:00,OLD417352,6102460
362,2,CAN,321599233    HOME,MAIL,1,C3370,29-03-2022,5903 Lake Dr,#605,Lady Lake,FL,Building B,Ground Floor,32159-2170,29-03-2022 00:00,R915,-77.908297,47.459122,0000000020E36497,9851,9588,1000,30-10-2013 00:00,-2,4,Customer update,1,Verified,29-03-2022 00:00,OLD246204,9908703
363,1,ITA,331015286    MAIL,SHIP,0,R429,09-04-2014,1683 Hill St,Unit 1,Miami,FL,Building B,Mezzanine,33101-1377,09-04-2014 00:00,VERIFIED,-85.041783,37.790496,00000000201120A0,9451,9588,2000,08-01-2012 00:00,-2,1,Customer update,0,Manual correction,09-04-2014 00:00,OLD493322,2098137
363,2,AUS,770018162    SHIP,OTHER,0,R661,08-05-2024,6972 Hill St,#591,Houston,TX,North Wing,Floor 3,77001-6372,08-05-2024 00:00,VALID,-97.309508,42.387412,0000000039F1B57F,9588,9451,-1,27-04-2013 00:00,1000,2,Initial load,1,NCOA update,08-05-2024 00:00,OLD873739,3757563
364,1,GBR,130686139    HOME,MAIL,1,R419,19-03-2021,1659 Lake Dr,Apt 810,Freeville,NY,Building A,Ground Floor,13068-7172,19-03-2021 00:00,R913,-116.041038,41.442595,000000002158101E,9588,5011,3000,26-12-2012 00:00,1000,3,Initial load,3,Verified,19-03-2021 00:00,OLD675066,1088250
365,1,JPN,130687312    WORK,BILL,0,R173,02-03-2019,3656 Salido Ave,#424,Freeville,NY,South Wing,Floor 2,13068-7991,02-03-2019 00:00,VERIFIED,-109.625075,49.113395,0000000037A00D2C,9588,1,-1,18-08-2012 00:00,1000,4,System migration,0,Verified,02-03-2019 00:00,OLD259387,2412093
366,1,USA,951019102    HOME,MAIL,0,C6534,25-12-2016,2715 Maple Dr,#365,San Jose,CA,North Wing,Floor 2,95101-2147,25-12-2016 00:00,VALID,-80.860228,29.730836,0000000038E540B9,9451,9451,-1,01-12-2012 00:00,3000,2,Address verification,2,Verified,25-12-2016 00:00,OLD502709,2142777
366,2,DEU,782012760    BILL,OTHER,0,C5450,17-05-2014,9091 Cedar Rd,#658,San Antonio,TX,West Tower,Mezzanine,78201-2915,17-05-2014 00:00,R913,-99.193002,38.932886,0000000010A72CC7,5011,9851,-1,05-09-2012 00:00,1000,1,Customer update,2,Updated by customer,17-05-2014 00:00,OLD680160,6172620
367,1,JPN,282018782    WORK,BILL,1,R260,19-01-2018,5445 Church Rd,#681,Charlotte,NC,North Wing,Floor 3,28201-9927,19-01-2018 00:00,VERIFIED,-75.845246,42.440887,000000002A5D8327,1,5011,2000,03-08-2014 00:00,-2,4,System migration,0,Manual correction,19-01-2018 00:00,OLD139502,5601943
368,1,MEX,787013889    HOME,WORK,0,C1290,25-08-2022,6287 Oak Ave,Suite 195,Austin,TX,North Wing,Floor 1,78701-1334,25-08-2022 00:00,VALID,-98.479029,35.817172,0000000028E4CD01,9330,9588,3000,14-06-2012 00:00,-1,4,Customer update,3,NCOA update,25-08-2022 00:00,OLD575456,4365445
368,2,ESP,331012706    SHIP,HOME,1,R139,28-02-2013,6420 Salido Ave,Apt 558,Miami,FL,South Wing,Floor 3,33101-2371,28-02-2013 00:00,VERIFIED,-88.897211,33.524363,000000002E6BE39C,1,9330,2000,26-12-2012 00:00,3000,3,Initial load,2,NCOA update,28-02-2013 00:00,OLD760517,9077236
369,1,ITA,331011137    WORK,SHIP,1,R646,15-09-2020,7359 Market St,Suite 774,Miami,FL,East Tower,Ground Floor,33101-8810,15-09-2020 00:00,VALID,-110.452205,28.641969,000000002C614D6B,9451,9422,2000,14-03-2013 00:00,1000,1,Data import,1,Updated by customer,15-09-2020 00:00,OLD177607,5976565
369,2,CAN,321592877    WORK,BILL,0,C3742,18-03-2015,1112 Maple Dr,Suite 371,Lady Lake,FL,South Wing,Mezzanine,32159-9391,18-03-2015 00:00,VERIFIED,-79.254198,45.367457,0000000015EF0F1C,1,9451,-2,06-12-2013 00:00,1000,2,Initial load,0,Verified,18-03-2015 00:00,OLD120162,5583117
370,1,AUS,331018930    BILL,HOME,0,R347,05-09-2024,5039 Main St,Apt 466,Miami,FL,North Wing,Floor 3,33101-1754,05-09-2024 00:00,R914,-106.072299,49.192349,0000000034A3C596,9330,9451,-1,06-11-2013 00:00,1000,3,System migration,3,Verified,05-09-2024 00:00,OLD767608,7422708
371,1,USA,951018758    MAIL,SHIP,0,R518,03-08-2023,5051 Church Rd,Unit 50,San Jose,CA,North Wing,Floor 2,95101-6844,03-08-2023 00:00,R914,-110.839048,35.317576,000000002CC9EF70,9330,9588,1000,30-07-2014 00:00,2000,4,Data import,0,Verified,03-08-2023 00:00,OLD229914,3592953
372,1,ESP,606017491    SHIP,MAIL,1,C3610,19-12-2021,353 Market St,Unit 27,Chicago,IL,East Tower,Mezzanine,60601-6086,19-12-2021 00:00,R914,-88.362172,49.004245,0000000032924F89,1,1,2000,12-06-2013 00:00,1000,3,System migration,3,System update,19-12-2021 00:00,OLD755901,4889705
373,1,USA,921011720    HOME,MAIL,1,R642,08-07-2019,8069 Leisure Ln,#889,San Diego,CA,West Tower,Mezzanine,92101-2575,08-07-2019 00:00,R915,-117.164699,45.430751,000000000AA4726B,9451,2,-2,06-10-2013 00:00,3000,1,Address verification,1,NCOA update,08-07-2019 00:00,OLD648256,9171540
374,1,DEU,606012897    BILL,MAIL,0,R990,09-12-2021,8751 Salido Ave,Unit 29,Chicago,IL,West Tower,Floor 1,60601-9341,09-12-2021 00:00,R915,-124.493491,45.093511,000000003A9A6C8E,9422,1,1000,02-08-2013 00:00,2000,3,Data import,1,Updated by customer,09-12-2021 00:00,OLD476130,3764742
374,2,MEX,331014726    SHIP,SHIP,0,C8884,13-05-2014,839 Main St,Suite 973,Miami,FL,East Tower,Floor 1,33101-1699,13-05-2014 00:00,R915,-80.602251,32.191517,0000000017282DED,5011,9851,1000,08-09-2013 00:00,1000,1,Address verification,3,Verified,13-05-2014 00:00,OLD773103,1675674
375,1,JPN,331013291    SHIP,HOME,0,R462,03-08-2020,7831 Pine Ave,Apt 622,Miami,FL,South Wing,Floor 1,33101-7755,03-08-2020 00:00,VALID,-106.29352,47.75201,000000000C7C425F,9588,9330,3000,01-08-2014 00:00,1000,1,Data import,0,System update,03-08-2020 00:00,OLD453336,5254105
376,1,AUS,761017888    HOME,BILL,0,C1971,18-01-2014,6727 Cedar Rd,Suite 529,Fort Worth,TX,Building A,Floor 3,76101-7085,18-01-2014 00:00,VERIFIED,-84.780982,42.331249,00000000039753B2,9588,9588,-2,22-09-2013 00:00,2000,4,Data import,2,NCOA update,18-01-2014 00:00,OLD640784,3339033
377,1,DEU,331018704    BILL,BILL,0,R920,12-12-2017,6163 Hill St,Suite 399,Miami,FL,Building B,Mezzanine,33101-5237,12-12-2017 00:00,VALID,-106.545799,38.583838,00000000310B24DB,9451,9851,3000,22-06-2013 00:00,2000,1,System migration,0,NCOA update,12-12-2017 00:00,OLD775658,7785258
377,2,ITA,130681428    WORK,BILL,0,R960,19-04-2021,7345 Cedar Rd,#57,Freeville,NY,West Tower,Mezzanine,13068-4784,19-04-2021 00:00,VERIFIED,-87.646171,36.564111,000000001FE0C57D,1,2,3000,13-04-2013 00:00,2000,1,Address verification,1,NCOA update,19-04-2021 00:00,OLD643376,8366975
378,1,GBR,190192268    SHIP,SHIP,0,C7251,29-05-2019,4017 Oak Ave,#8,Philadelphia,PA,East Tower,Ground Floor,19019-5277,29-05-2019 00:00,R913,-85.598553,41.743149,000000002A94D112,5011,9588,1000,07-11-2013 00:00,1000,2,System migration,0,System update,29-05-2019 00:00,OLD910924,6633211
378,2,DEU,752012822    WORK,MAIL,0,C3150,07-02-2020,3784 Broadway,Unit 39,Dallas,TX,West Tower,Floor 2,75201-1976,07-02-2020 00:00,R915,-74.593938,47.788228,0000000025A09F28,5011,9330,3000,27-08-2013 00:00,-2,3,Customer update,0,NCOA update,07-02-2020 00:00,OLD302626,7625085
379,1,FRA,320992040    SHIP,WORK,0,R202,12-11-2020,4530 Cedar Rd,#331,Jacksonville,FL,Building B,Floor 1,32099-1483,12-11-2020 00:00,VALID,-78.843581,40.221771,0000000006531B46,5011,9588,-2,28-10-2013 00:00,-2,4,Address verification,1,NCOA update,12-11-2020 00:00,OLD151019,3820403
380,1,DEU,430043455    WORK,OTHER,0,C6545,05-10-2025,2409 Salido Ave,Suite 948,Columbus,OH,East Tower,Floor 3,43004-8425,05-10-2025 00:00,R915,-74.527587,27.176808,0000000006869105,9851,9851,-2,11-11-2013 00:00,2000,3,Address verification,2,Updated by customer,05-10-2025 00:00,OLD455048,2720838
381,1,GBR,921013626    HOME,OTHER,0,C4944,03-01-2022,843 Church Rd,Unit 8,San Diego,CA,South Wing,Ground Floor,92101-7771,03-01-2022 00:00,R913,-70.874993,38.913322,00000000247DA9F0,2,9851,-1,06-11-2013 00:00,1000,1,Data import,0,NCOA update,03-01-2022 00:00,OLD557814,6786435
381,2,GBR,130685405    BILL,WORK,0,C2023,24-08-2016,9526 Leisure Ln,Unit 1,Freeville,NY,South Wing,Floor 1,13068-7629,24-08-2016 00:00,VERIFIED,-118.881469,30.595714,0000000019A28472,1,9451,-1,08-08-2012 00:00,-2,2,Customer update,0,NCOA update,24-08-2016 00:00,OLD366739,5768658
382,1,DEU,921014153    BILL,OTHER,1,R612,28-02-2015,6799 Market St,Apt 671,San Diego,CA,Building A,Floor 3,92101-2739,28-02-2015 00:00,R915,-93.274954,47.307292,00000000275F8CB5,9422,9851,-1,05-12-2013 00:00,2000,3,System migration,3,Updated by customer,28-02-2015 00:00,OLD959153,9382280
383,1,JPN,951017376    HOME,SHIP,1,R726,09-12-2014,3894 Maple Dr,Apt 757,San Jose,CA,Building A,Floor 1,95101-9549,09-12-2014 00:00,VALID,-73.778375,33.609533,000000002D6EF41B,9851,1,-1,11-08-2014 00:00,3000,4,System migration,0,System update,09-12-2014 00:00,OLD587355,2615237
384,1,JPN,100019786    BILL,OTHER,0,C3379,05-06-2019,2315 Broadway,Unit 37,New York,NY,Building B,Floor 3,10001-6604,05-06-2019 00:00,VALID,-80.119608,32.637896,000000002C06CE96,9451,9851,1000,25-07-2012 00:00,3000,1,Customer update,2,NCOA update,05-06-2019 00:00,OLD477562,6772480
384,2,ESP,130687239    HOME,BILL,1,C1281,02-01-2018,7706 Washington Ave,Unit 17,Freeville,NY,North Wing,Floor 1,13068-9296,02-01-2018 00:00,VERIFIED,-81.024578,29.603084,0000000029EFB5E4,1,5011,-1,06-09-2012 00:00,3000,3,System migration,0,Updated by customer,02-01-2018 00:00,OLD451698,7507554
385,1,GBR,320997109    HOME,OTHER,0,R989,26-11-2018,5629 Salido Ave,Apt 726,Jacksonville,FL,North Wing,Ground Floor,32099-7633,26-11-2018 00:00,R913,-94.603701,32.585345,0000000026091262,5011,9588,2000,04-11-2013 00:00,-1,4,System migration,2,NCOA update,26-11-2018 00:00,OLD942986,1824200
385,2,FRA,761019549    SHIP,HOME,0,C2035,05-06-2022,7349 Main St,#532,Fort Worth,TX,East Tower,Ground Floor,76101-7620,05-06-2022 00:00,VERIFIED,-89.029496,40.497704,000000002FD097FA,9422,2,-1,13-03-2012 00:00,-1,1,System migration,1,Manual correction,05-06-2022 00:00,OLD854694,3551035
386,1,MEX,282018571    WORK,WORK,1,C7528,27-01-2025,6840 Leisure Ln,Apt 399,Charlotte,NC,South Wing,Floor 2,28201-1957,27-01-2025 00:00,R915,-118.336288,29.729705,00000000021DCB9D,2,9451,1000,16-11-2012 00:00,2000,3,Data import,0,Verified,27-01-2025 00:00,OLD576459,5759980
386,2,MEX,782019516    WORK,OTHER,1,R597,18-04-2015,997 Church Rd,Unit 4,San Antonio,TX,South Wing,Ground Floor,78201-2589,18-04-2015 00:00,R913,-96.317702,27.294494,000000002A3BB03A,5011,1,3000,23-07-2012 00:00,2000,3,Address verification,0,NCOA update,18-04-2015 00:00,OLD851313,7254227
387,1,USA,320992866    HOME,OTHER,0,R824,13-08-2013,3803 Maple Dr,#138,Jacksonville,FL,East Tower,Floor 2,32099-9201,13-08-2013 00:00,VERIFIED,-65.061014,33.095968,00000000024D54A3,9422,2,3000,04-05-2012 00:00,2000,2,Address verification,2,NCOA update,13-08-2013 00:00,OLD541265,6851270
387,2,AUS,190197108    HOME,MAIL,0,C9001,09-07-2016,1119 Maple Dr,#117,Philadelphia,PA,East Tower,Floor 2,19019-2629,09-07-2016 00:00,VERIFIED,-77.891103,33.984324,0000000039245BED,9588,9422,1000,15-08-2014 00:00,-2,1,Initial load,1,NCOA update,09-07-2016 00:00,OLD265083,1398682
388,1,ESP,606016502    HOME,BILL,0,C6268,15-05-2019,8992 Oak Ave,#770,Chicago,IL,South Wing,Floor 1,60601-9182,15-05-2019 00:00,R914,-89.998271,31.327184,0000000033D6C88C,9422,9422,2000,17-10-2012 00:00,-1,3,Data import,0,Verified,15-05-2019 00:00,OLD946859,1880781
388,2,DEU,321592214    MAIL,OTHER,0,C6302,20-01-2022,7165 Broadway,Suite 802,Lady Lake,FL,West Tower,Floor 2,32159-1153,20-01-2022 00:00,VALID,-120.890173,41.407287,0000000037AEB4D1,9330,9851,-1,23-01-2013 00:00,-1,2,Data import,1,Updated by customer,20-01-2022 00:00,OLD961419,3946306
389,1,ESP,331019534    WORK,OTHER,0,R525,29-07-2019,5754 Park Ln,Unit 44,Miami,FL,North Wing,Floor 3,33101-6256,29-07-2019 00:00,VALID,-111.544765,47.623597,000000003A82D2F0,9451,1,1000,25-08-2014 00:00,3000,1,Customer update,2,NCOA update,29-07-2019 00:00,OLD525932,4637704
390,1,AUS,430044149    HOME,MAIL,1,C1083,27-07-2015,6439 Church Rd,Apt 285,Columbus,OH,East Tower,Mezzanine,43004-6262,27-07-2015 00:00,VERIFIED,-77.028734,37.660633,000000002398125C,5011,9330,3000,01-08-2013 00:00,1000,3,Initial load,1,Verified,27-07-2015 00:00,OLD144925,9555687
390,2,ESP,282012284    SHIP,WORK,0,R983,11-09-2018,6360 Park Ln,#845,Charlotte,NC,North Wing,Floor 1,28201-4100,11-09-2018 00:00,R913,-70.130748,38.992184,000000000707E0F0,9422,2,2000,10-12-2012 00:00,-2,1,Data import,3,Verified,11-09-2018 00:00,OLD118718,3983938
391,1,MEX,951016868    HOME,WORK,0,C3142,11-05-2014,6378 Market St,Apt 567,San Jose,CA,North Wing,Floor 3,95101-3179,11-05-2014 00:00,VERIFIED,-121.505408,49.653982,00000000037AE938,9330,9422,-1,24-08-2013 00:00,2000,4,Address verification,3,Manual correction,11-05-2014 00:00,OLD439892,2178955
392,1,ITA,770016208    WORK,BILL,0,R666,01-05-2025,2206 Cedar Rd,Suite 259,Houston,TX,North Wing,Floor 1,77001-8584,01-05-2025 00:00,VALID,-69.187827,27.050312,000000002C25F61B,9588,1,1000,15-02-2013 00:00,2000,4,Data import,1,Verified,01-05-2025 00:00,OLD497349,5204496
393,1,ESP,321597762    BILL,HOME,1,C3906,05-12-2013,9938 Hill St,#733,Lady Lake,FL,Building B,Floor 1,32159-3203,05-12-2013 00:00,VERIFIED,-82.268144,37.602121,00000000277FA01E,5011,5011,-2,06-12-2012 00:00,-1,3,Address verification,2,Verified,05-12-2013 00:00,OLD556644,4135273
394,1,USA,606014637    BILL,HOME,0,R790,26-06-2014,1326 Park Ln,Suite 426,Chicago,IL,South Wing,Mezzanine,60601-3645,26-06-2014 00:00,R915,-82.245163,33.925033,000000003034FFA2,9330,9451,2000,28-04-2014 00:00,1000,4,Data import,2,NCOA update,26-06-2014 00:00,OLD845426,7093273
394,2,MEX,320992871    MAIL,MAIL,0,R433,26-04-2023,4009 Oak Ave,#584,Jacksonville,FL,South Wing,Ground Floor,32099-6837,26-04-2023 00:00,R913,-102.790319,36.053242,000000003412FC59,1,9451,2000,16-01-2013 00:00,-2,4,System migration,3,Verified,26-04-2023 00:00,OLD154722,4292817
395,1,AUS,430042962    WORK,HOME,0,C2139,15-11-2024,7301 Leisure Ln,#769,Columbus,OH,Building A,Ground Floor,43004-4892,15-11-2024 00:00,R915,-98.505441,37.899318,00000000162C1C45,5011,9330,1000,08-04-2014 00:00,-2,1,Address verification,2,System update,15-11-2024 00:00,OLD113562,3547781
