customer_id,language_code,alpha_key,phonetic_key,customer_no,title,first_name,last_name,gender,marital_status,next_address_id,distribution_status,landmark_date_a,landmark_date_b,segmentation_value_a,segmentation_value_b,segmentation_value_c,segmentation_value_d,segmentation_code_a,segmentation_code_b,segmentation_code_c,segmentation_code_d,segmentation_flag_a,segmentation_flag_b,segmentation_flag_c,segmentation_flag_d,segmentation_flag_e,segmentation_flag_f,status,salutation,head_of_household_flag,timestamp,original_division_id,company_name,job_title,birth_date,birth_day,is_complete,complete_date,complete_modify_date,system_modify_date
1091,CHI,JONE    SARA,JONESA,72257978559,Mr,Sarah,Jones,M,U,2,0,27-03-2013,17-11-2013,PREMIUM,HIGH,ENGAGED,BOTH,B,1,Z,P,0,1,1,0,0,1,A,Mrs Sarah Jones,0,000000001A2D3318,3,Global Enterprises,Specialist,19-12-1986,19,1,27-03-2013 00:00,12-05-2013 00:00,10-06-2013 00:00
1092,JPN,SMIT    ELIZ,SMITEL,70570145184,Dr,Elizabeth,Smith,F,S,3,1,28-11-2024,01-01-2025,VIP,LOW,INACTIVE,HYBRID,B,5,X,R,0,0,1,1,1,1,A,Mrs Elizabeth Smith,1,000000000237A220,1,Services Inc,Engineer,15-03-1952,15,1,28-11-2024 00:00,30-12-2024 00:00,29-03-2026 00:00
1093,ITA,GONZ    DAVI,GONZDA,70110693363,Ms,David,Gonzalez,M,W,1,1,12-06-2023,11-02-2024,PREMIUM,LOW,ENGAGED,HYBRID,E,2,X,Q,1,0,1,0,1,1,A,Mrs David Gonzalez,1,000000003A4221A6,1,XYZ Industries,Consultant,11-02-1981,11,0,12-06-2023 00:00,10-09-2023 00:00,26-04-2024 00:00
1094,CHI,DAVI    ELIZ,DAVIEL,71778285513,Dr,Elizabeth,Davis,M,W,2,1,30-03-2013,30-03-2014,PREMIUM,LOW,INACTIVE,ONLINE,C,2,X,S,1,0,1,0,0,1,A,Dr Elizabeth Davis,0,00000000176783BE,3,ABC Corp,CEO,05-03-2000,5,0,30-03-2013 00:00,12-05-2013 00:00,16-11-2013 00:00
1095,CHI,GARC    JOSE,GARCJO,58518581283,Ms,Joseph,Garcia,M,D,1,1,12-12-2021,08-03-2022,BASIC,HIGH,ACTIVE,HYBRID,A,3,Z,S,0,1,0,1,0,1,P,Dr Joseph Garcia,1,000000001283CA0A,1,XYZ Industries,CEO,25-07-1959,25,1,12-12-2021 00:00,09-03-2022 00:00,08-10-2022 00:00
1096,CHI,MOOR    SARA,MOORSA,29742683474,Dr,Sarah,Moore,F,S,2,1,03-08-2024,14-09-2024,PREMIUM,VERY_HIGH,INACTIVE,BOTH,C,1,Z,P,1,1,1,0,0,1,P,Ms Sarah Moore,1,000000000DF1BD41,1,Consulting LLC,VP Sales,11-03-1986,11,1,03-08-2024 00:00,29-08-2024 00:00,17-12-2024 00:00
1097,CHI,HERN    THOM,HERNTH,34428561738,Mr,Thomas,Hernandez,M,S,2,1,17-01-2023,02-04-2023,VIP,LOW,ENGAGED,RETAIL,C,2,W,R,0,0,0,0,1,1,A,Mr Thomas Hernandez,0,0000000006DC8BFD,2,Retail Group,Director,20-02-1987,20,0,17-01-2023 00:00,02-04-2023 00:00,20-01-2024 00:00
1098,GER,WILL    BARB,WILLBA,84311699260,Mr,Barbara,Williams,M,S,2,0,18-08-2017,24-05-2018,GOLD,MEDIUM,ACTIVE,RETAIL,E,1,Z,P,1,0,0,1,0,0,A,Ms Barbara Williams,0,0000000015C1301E,1,Retail Group,Director,20-09-1947,20,0,18-08-2017 00:00,01-10-2017 00:00,26-02-2018 00:00
1099,FRE,HERN    JOSE,HERNJO,27014214445,Mrs,Joseph,Hernandez,F,M,1,1,07-11-2012,07-07-2013,GOLD,LOW,ENGAGED,RETAIL,B,1,Y,R,1,1,1,1,0,0,A,Ms Joseph Hernandez,0,000000001960E505,1,ABC Corp,Specialist,19-10-1996,19,1,07-11-2012 00:00,26-01-2013 00:00,25-07-2013 00:00
1100,CHI,RODR    JESS,RODRJE,29665473580,Mr,Jessica,Rodriguez,M,S,1,0,11-11-2015,21-04-2016,VIP,LOW,ENGAGED,BOTH,D,1,W,S,1,1,0,0,0,1,P,Ms Jessica Rodriguez,0,000000001367BB92,1,Retail Group,Analyst,28-02-1983,28,1,11-11-2015 00:00,03-02-2016 00:00,01-01-2016 00:00
1101,POR,RODR    JENN,RODRJE,30992457985,Mrs,Jennifer,Rodriguez,M,S,1,1,27-03-2015,10-07-2015,BASIC,VERY_HIGH,ENGAGED,BOTH,A,2,W,P,0,1,1,1,1,1,P,Dr Jennifer Rodriguez,0,0000000020414BDC,3,ABC Corp,Engineer,13-09-1947,13,0,27-03-2015 00:00,09-06-2015 00:00,30-07-2015 00:00
1102,FRE,JOHN    CHAR,JOHNCH,98799861484,Dr,Charles,Johnson,M,U,3,1,06-04-2018,19-02-2019,GOLD,HIGH,INACTIVE,RETAIL,D,5,W,R,1,0,0,1,1,0,I,Dr Charles Johnson,0,0000000008E305B5,1,Global Enterprises,CEO,21-05-1968,21,0,06-04-2018 00:00,29-04-2018 00:00,02-12-2018 00:00
1103,POR,DAVI    MARY,DAVIMA,57095398473,Dr,Mary,Davis,M,U,3,0,30-09-2025,20-01-2026,STANDARD,HIGH,ACTIVE,HYBRID,D,1,X,S,0,1,1,0,0,1,P,Ms Mary Davis,1,000000001D1BF4D1,1,Consulting LLC,Engineer,07-09-1952,7,0,30-09-2025 00:00,05-11-2025 00:00,17-11-2025 00:00
1104,GER,DAVI    CHAR,DAVICH,68104843389,Dr,Charles,Davis,M,W,3,0,05-03-2016,07-11-2016,VIP,VERY_HIGH,DORMANT,HYBRID,D,2,X,P,0,0,1,0,0,1,A,Dr Charles Davis,0,00000000193BE4DC,1,Consulting LLC,Director,07-12-1946,7,1,05-03-2016 00:00,05-05-2016 00:00,04-03-2017 00:00
1105,FRE,MART    ELIZ,MARTEL,53521979513,Mrs,Elizabeth,Martin,M,U,1,0,03-05-2018,09-08-2018,BASIC,MEDIUM,DORMANT,HYBRID,D,4,Y,S,1,1,1,1,1,0,A,Mr Elizabeth Martin,1,000000000BF2EA06,1,ABC Corp,Consultant,07-04-1986,7,1,03-05-2018 00:00,28-06-2018 00:00,20-05-2018 00:00
1106,JPN,GONZ    JOSE,GONZJO,32753587806,Mr,Joseph,Gonzalez,M,D,2,1,19-11-2020,04-11-2021,GOLD,MEDIUM,DORMANT,BOTH,D,4,X,S,0,0,1,0,0,0,A,Ms Joseph Gonzalez,1,000000001A113DDE,1,Consulting LLC,Analyst,19-04-1978,19,1,19-11-2020 00:00,03-02-2021 00:00,20-03-2022 00:00
1107,CHI,WILS    CHAR,WILSCH,22539191600,Mrs,Charles,Wilson,F,U,2,1,13-07-2013,04-07-2014,BASIC,MEDIUM,ACTIVE,RETAIL,E,3,W,Q,0,1,0,0,1,1,A,Dr Charles Wilson,1,00000000248A6690,2,XYZ Industries,Analyst,17-08-1986,17,0,13-07-2013 00:00,16-09-2013 00:00,24-10-2014 00:00
1108,JPN,GONZ    SARA,GONZSA,21038891949,Dr,Sarah,Gonzalez,M,U,3,0,25-01-2023,04-05-2023,PREMIUM,HIGH,ACTIVE,RETAIL,A,1,Z,Q,1,1,0,1,0,1,A,Ms Sarah Gonzalez,1,0000000014B1FAD3,3,Tech Solutions,Director,20-10-1963,20,1,25-01-2023 00:00,10-04-2023 00:00,21-02-2024 00:00
1109,ENG,JACK    MICH,JACKMI,97038238483,Ms,Michael,Jackson,F,U,3,1,24-04-2012,25-08-2012,BASIC,MEDIUM,INACTIVE,HYBRID,C,5,W,S,1,0,1,0,0,1,A,Dr Michael Jackson,0,00000000258653F4,2,XYZ Industries,Engineer,21-02-1973,21,0,24-04-2012 00:00,18-05-2012 00:00,24-03-2013 00:00
1110,CHI,RODR    RICH,RODRRI,59234480397,Dr,Richard,Rodriguez,M,W,2,1,15-03-2017,31-07-2017,BASIC,MEDIUM,ENGAGED,BOTH,E,4,Z,P,0,0,0,1,1,0,A,Mr Richard Rodriguez,1,000000003A65C4E6,2,ABC Corp,VP Sales,11-04-1993,11,0,15-03-2017 00:00,07-05-2017 00:00,27-04-2017 00:00
1111,CHI,MART    SARA,MARTSA,47230950141,Dr,Sarah,Martin,M,S,3,0,24-10-2020,16-07-2021,PREMIUM,MEDIUM,DORMANT,ONLINE,C,4,W,Q,0,0,0,1,0,1,P,Ms Sarah Martin,0,00000000388C8768,2,Tech Solutions,Specialist,13-05-1975,13,1,24-10-2020 00:00,26-12-2020 00:00,06-02-2021 00:00
1112,JPN,SMIT    MARY,SMITMA,79474779196,Mrs,Mary,Smith,F,U,2,1,29-03-2013,11-11-2013,BASIC,VERY_HIGH,ACTIVE,ONLINE,D,1,Z,Q,1,0,0,1,0,1,A,Dr Mary Smith,1,00000000105CD744,1,Retail Group,Manager,24-02-1980,24,1,29-03-2013 00:00,07-04-2013 00:00,14-02-2014 00:00
1113,CHI,HERN    KARE,HERNKA,62402258128,Mrs,Karen,Hernandez,F,M,1,1,20-05-2013,28-07-2013,VIP,LOW,ACTIVE,HYBRID,E,4,X,R,0,0,0,1,0,1,A,Dr Karen Hernandez,1,000000003B95A98D,1,Global Enterprises,VP Sales,01-04-1970,1,1,20-05-2013 00:00,03-08-2013 00:00,07-06-2014 00:00
1114,POR,GONZ    JESS,GONZJE,50203221973,Prof,Jessica,Gonzalez,F,U,3,0,16-05-2013,12-02-2014,PREMIUM,MEDIUM,ENGAGED,RETAIL,C,3,Y,S,0,0,0,0,0,0,A,Mrs Jessica Gonzalez,1,0000000020989BD6,3,XYZ Industries,Specialist,23-08-1974,23,1,16-05-2013 00:00,09-07-2013 00:00,26-05-2013 00:00
1115,ITA,WILL    WILL,WILLWI,57569951480,Dr,William,Williams,M,W,1,0,06-01-2024,12-12-2024,PREMIUM,LOW,INACTIVE,BOTH,A,5,Z,S,0,1,1,1,1,0,A,Mrs William Williams,1,0000000017235355,1,Services Inc,Engineer,28-09-1972,28,1,06-01-2024 00:00,01-04-2024 00:00,19-01-2024 00:00
1116,FRE,MILL    LIND,MILLLI,58256266173,Mrs,Linda,Miller,M,U,2,1,26-04-2015,18-07-2015,BASIC,MEDIUM,DORMANT,HYBRID,C,4,Y,S,1,1,1,1,1,1,A,Mr Linda Miller,1,000000002BCE0079,1,Retail Group,CEO,05-11-1995,5,0,26-04-2015 00:00,02-08-2015 00:00,01-05-2015 00:00
1117,ENG,MOOR    JAME,MOORJA,87028649240,Dr,James,Moore,M,D,2,1,21-10-2023,17-05-2024,PREMIUM,LOW,ACTIVE,RETAIL,C,5,X,P,0,1,1,1,1,1,I,Dr James Moore,0,0000000025A63FC2,1,Global Enterprises,Analyst,02-11-1991,2,1,21-10-2023 00:00,15-11-2023 00:00,18-12-2024 00:00
1118,GER,MART    JENN,MARTJE,72037426163,Ms,Jennifer,Martinez,F,U,2,0,01-12-2016,11-04-2017,VIP,MEDIUM,INACTIVE,HYBRID,B,5,X,P,1,0,0,0,1,1,A,Dr Jennifer Martinez,0,0000000012737F46,2,ABC Corp,Engineer,08-06-1993,8,0,01-12-2016 00:00,16-12-2016 00:00,04-10-2017 00:00
1119,FRE,SMIT    CHAR,SMITCH,69062452480,Mr,Charles,Smith,M,U,2,1,12-08-2022,03-12-2022,GOLD,HIGH,DORMANT,BOTH,E,4,W,Q,1,1,0,1,0,0,I,Ms Charles Smith,1,000000002E1FE31A,1,Global Enterprises,Analyst,09-01-1985,9,1,12-08-2022 00:00,08-09-2022 00:00,22-06-2023 00:00
1120,POR,TAYL    BARB,TAYLBA,99778380279,Ms,Barbara,Taylor,M,W,1,0,19-09-2018,15-12-2018,GOLD,LOW,DORMANT,BOTH,E,4,X,S,0,1,0,1,1,1,I,Dr Barbara Taylor,1,0000000011C54FAA,1,Global Enterprises,VP Sales,26-08-1978,26,0,19-09-2018 00:00,08-10-2018 00:00,10-01-2019 00:00
1121,SPA,RODR    SUSA,RODRSU,86999198540,Prof,Susan,Rodriguez,F,U,2,1,18-08-2013,27-03-2014,VIP,MEDIUM,INACTIVE,ONLINE,E,1,X,P,1,0,1,1,1,0,I,Mrs Susan Rodriguez,1,00000000149D0829,3,Tech Solutions,Consultant,13-06-1973,13,0,18-08-2013 00:00,29-09-2013 00:00,26-08-2014 00:00
1122,CHI,WILL    SARA,WILLSA,78159968756,Mr,Sarah,Williams,M,S,1,0,07-07-2018,10-12-2018,PREMIUM,VERY_HIGH,DORMANT,ONLINE,B,3,Y,R,1,1,0,1,0,0,A,Dr Sarah Williams,0,00000000219F4A30,2,Retail Group,Specialist,06-05-1962,6,1,07-07-2018 00:00,27-09-2018 00:00,04-03-2019 00:00
1123,GER,MOOR    SUSA,MOORSU,69869478586,Mrs,Susan,Moore,M,M,3,1,05-09-2022,26-05-2023,STANDARD,MEDIUM,ENGAGED,HYBRID,D,1,W,S,1,1,0,0,1,1,A,Mr Susan Moore,1,000000002D12898E,1,Retail Group,Analyst,26-12-1994,26,0,05-09-2022 00:00,23-11-2022 00:00,07-12-2023 00:00
1124,FRE,WILL    JOHN,WILLJO,58983077460,Mrs,John,Williams,M,W,3,0,30-01-2016,23-08-2016,BASIC,VERY_HIGH,INACTIVE,RETAIL,C,5,Z,P,1,1,1,0,0,1,I,Ms John Williams,0,00000000256122B6,3,Consulting LLC,Specialist,08-10-1973,8,0,30-01-2016 00:00,06-03-2016 00:00,15-03-2017 00:00
1125,JPN,MOOR    MARY,MOORMA,17175155705,Prof,Mary,Moore,M,U,2,0,27-05-2024,06-03-2025,BASIC,LOW,INACTIVE,RETAIL,C,2,W,R,1,0,1,0,1,0,I,Mr Mary Moore,1,000000000540A7B3,1,Consulting LLC,Manager,26-10-1990,26,1,27-05-2024 00:00,13-08-2024 00:00,25-12-2024 00:00
1126,POR,GARC    BARB,GARCBA,84681435223,Mrs,Barbara,Garcia,M,U,2,0,24-05-2014,24-09-2014,VIP,LOW,INACTIVE,HYBRID,E,5,Y,P,1,0,1,0,0,1,A,Dr Barbara Garcia,0,0000000000295390,2,Services Inc,CEO,18-03-1994,18,0,24-05-2014 00:00,31-07-2014 00:00,30-11-2014 00:00
1127,GER,MILL    SUSA,MILLSU,66365529120,Dr,Susan,Miller,M,S,1,1,04-04-2023,07-12-2023,BASIC,VERY_HIGH,ACTIVE,HYBRID,D,4,Z,R,1,1,0,1,1,0,A,Ms Susan Miller,1,000000001ECF1B7A,3,XYZ Industries,Engineer,09-09-1971,9,0,04-04-2023 00:00,12-05-2023 00:00,24-04-2023 00:00
1128,POR,HERN    WILL,HERNWI,72399855437,Mrs,William,Hernandez,M,S,2,1,07-03-2019,19-12-2019,BASIC,LOW,ENGAGED,ONLINE,A,5,X,Q,1,0,0,1,0,1,A,Dr William Hernandez,1,00000000251C5239,1,ABC Corp,Analyst,18-11-1946,18,1,07-03-2019 00:00,09-03-2019 00:00,29-11-2019 00:00
1129,CHI,WILS    JAME,WILSJA,69997286597,Mr,James,Wilson,M,S,3,1,23-03-2020,30-04-2020,BASIC,VERY_HIGH,DORMANT,RETAIL,A,1,Z,R,1,0,0,0,1,0,I,Mr James Wilson,1,0000000013D9CF2C,3,Consulting LLC,Consultant,21-06-1950,21,0,23-03-2020 00:00,05-05-2020 00:00,01-11-2020 00:00
1130,GER,TAYL    PATR,TAYLPA,38185390265,Dr,Patricia,Taylor,M,D,2,0,30-10-2020,21-02-2021,BASIC,LOW,DORMANT,RETAIL,D,1,Y,Q,1,0,1,0,1,1,P,Dr Patricia Taylor,1,000000002CF3459F,1,Services Inc,Manager,26-04-1988,26,0,30-10-2020 00:00,01-02-2021 00:00,16-11-2020 00:00
1131,ITA,LOPE    THOM,LOPETH,86125172518,Prof,Thomas,Lopez,M,W,2,0,28-05-2012,05-12-2012,PREMIUM,LOW,ACTIVE,HYBRID,A,4,X,S,0,0,1,0,0,1,I,Mr Thomas Lopez,0,00000000392C1E5B,1,XYZ Industries,Consultant,18-12-1982,18,1,28-05-2012 00:00,14-08-2012 00:00,22-07-2012 00:00
1132,ITA,MOOR    WILL,MOORWI,45757814543,Dr,William,Moore,M,W,1,1,18-07-2020,29-03-2021,STANDARD,HIGH,INACTIVE,BOTH,B,4,X,Q,1,1,1,1,0,0,P,Ms William Moore,1,0000000032AC86DF,3,Services Inc,Consultant,04-01-1968,4,1,18-07-2020 00:00,23-08-2020 00:00,20-01-2021 00:00
1133,JPN,MOOR    MICH,MOORMI,70643791394,Mrs,Michael,Moore,M,S,1,1,04-05-2023,11-02-2024,PREMIUM,VERY_HIGH,ACTIVE,BOTH,B,4,X,R,1,1,0,1,1,0,A,Ms Michael Moore,0,0000000017ADBCB7,1,Global Enterprises,Consultant,21-10-1985,21,1,04-05-2023 00:00,18-06-2023 00:00,17-04-2024 00:00
1134,ITA,JONE    SUSA,JONESU,26679397078,Mrs,Susan,Jones,F,W,3,0,11-04-2020,18-09-2020,GOLD,VERY_HIGH,ENGAGED,ONLINE,A,5,Y,Q,1,0,1,1,0,1,A,Dr Susan Jones,1,000000000027D2F7,3,Consulting LLC,Specialist,10-10-1992,10,1,11-04-2020 00:00,05-07-2020 00:00,23-03-2021 00:00
1135,CHI,MART    JAME,MARTJA,25864711984,Mrs,James,Martinez,F,D,1,1,27-10-2015,13-02-2016,BASIC,LOW,DORMANT,HYBRID,A,5,Y,Q,1,0,0,0,1,0,A,Ms James Martinez,0,0000000035EAF5E6,1,Retail Group,Engineer,01-05-1961,1,1,27-10-2015 00:00,13-11-2015 00:00,14-01-2017 00:00
1136,ENG,JONE    PATR,JONEPA,97075610241,Prof,Patricia,Jones,F,S,3,0,05-01-2021,16-09-2021,STANDARD,VERY_HIGH,ACTIVE,ONLINE,D,2,Y,R,0,0,0,1,0,0,A,Dr Patricia Jones,1,000000000A2286DC,2,XYZ Industries,CEO,12-01-1966,12,0,05-01-2021 00:00,27-02-2021 00:00,10-03-2021 00:00
1137,POR,ANDE    BARB,ANDEBA,82634429059,Prof,Barbara,Anderson,F,M,3,1,12-10-2025,27-05-2026,GOLD,VERY_HIGH,ENGAGED,BOTH,E,2,Z,R,0,0,0,1,1,1,I,Mrs Barbara Anderson,1,000000001A2AEB03,3,Tech Solutions,Manager,14-05-1973,14,1,12-10-2025 00:00,11-11-2025 00:00,07-05-2026 00:00
1138,SPA,ANDE    LIND,ANDELI,24589284446,Mrs,Linda,Anderson,M,M,2,1,16-04-2016,17-03-2017,PREMIUM,LOW,INACTIVE,BOTH,A,2,Y,Q,0,0,1,0,0,0,I,Dr Linda Anderson,1,00000000229862BE,1,XYZ Industries,CEO,02-03-1993,2,1,16-04-2016 00:00,04-05-2016 00:00,16-01-2017 00:00
1139,POR,BROW    MICH,BROWMI,39871652702,Mr,Michael,Brown,M,M,2,1,13-10-2025,15-03-2026,GOLD,VERY_HIGH,ACTIVE,BOTH,D,2,Z,P,1,0,0,1,1,0,P,Dr Michael Brown,0,000000000F1563B9,3,Global Enterprises,Engineer,27-09-1977,27,0,13-10-2025 00:00,20-11-2025 00:00,04-05-2026 00:00
1140,ITA,JONE    MICH,JONEMI,85138120124,Prof,Michael,Jones,F,S,1,1,21-03-2015,12-06-2015,GOLD,MEDIUM,ENGAGED,RETAIL,B,3,X,S,0,0,0,1,0,0,A,Dr Michael Jones,1,000000003B163072,3,ABC Corp,Analyst,26-03-1986,26,0,21-03-2015 00:00,20-06-2015 00:00,29-01-2016 00:00
1141,FRE,WILL    SUSA,WILLSU,80534752392,Dr,Susan,Williams,M,W,2,0,08-12-2019,06-10-2020,STANDARD,VERY_HIGH,ACTIVE,HYBRID,E,2,X,R,0,1,0,1,0,0,P,Dr Susan Williams,0,000000003B1B1CBD,2,Consulting LLC,CEO,16-10-1981,16,0,08-12-2019 00:00,02-01-2020 00:00,19-10-2020 00:00
1142,FRE,MART    JOHN,MARTJO,74594430684,Mr,John,Martin,M,S,3,1,09-10-2020,18-07-2021,BASIC,LOW,ENGAGED,ONLINE,A,2,Y,S,0,0,1,0,0,0,A,Mrs John Martin,1,000000002AEB746A,3,XYZ Industries,Engineer,11-01-1946,11,1,09-10-2020 00:00,14-10-2020 00:00,05-12-2020 00:00
1143,JPN,JACK    CHAR,JACKCH,50234515136,Mrs,Charles,Jackson,M,M,3,1,19-08-2018,24-02-2019,BASIC,LOW,ENGAGED,RETAIL,A,4,Y,R,1,0,1,1,0,1,A,Ms Charles Jackson,1,00000000297E23CE,1,Tech Solutions,Engineer,28-11-1980,28,0,19-08-2018 00:00,28-10-2018 00:00,28-04-2019 00:00
1144,ENG,JOHN    PATR,JOHNPA,89959717547,Mr,Patricia,Johnson,M,S,1,1,04-06-2022,16-09-2022,PREMIUM,HIGH,INACTIVE,BOTH,E,5,X,R,0,0,0,0,1,1,P,Dr Patricia Johnson,1,00000000012D3E96,1,ABC Corp,Director,16-12-2000,16,1,04-06-2022 00:00,26-07-2022 00:00,19-06-2022 00:00
1145,CHI,MART    DAVI,MARTDA,65713262847,Mr,David,Martin,M,U,1,0,28-02-2012,13-10-2012,BASIC,MEDIUM,ENGAGED,HYBRID,B,2,X,S,0,1,0,0,0,0,A,Mr David Martin,1,00000000057C5B34,3,Global Enterprises,Director,06-06-1958,6,1,28-02-2012 00:00,09-04-2012 00:00,23-10-2012 00:00
1146,POR,JOHN    THOM,JOHNTH,83138316674,Mr,Thomas,Johnson,M,U,3,0,04-11-2024,06-12-2024,BASIC,VERY_HIGH,ENGAGED,ONLINE,C,2,W,Q,1,1,0,1,1,0,A,Mrs Thomas Johnson,1,000000000700DBB0,1,Services Inc,Manager,20-02-1993,20,0,04-11-2024 00:00,03-02-2025 00:00,07-02-2025 00:00
1147,POR,GONZ    SUSA,GONZSU,69023549217,Mr,Susan,Gonzalez,F,S,2,0,16-04-2021,22-08-2021,BASIC,VERY_HIGH,ENGAGED,HYBRID,C,1,Z,P,1,1,0,1,1,0,A,Mrs Susan Gonzalez,1,0000000037479183,3,Retail Group,Specialist,13-01-1951,13,1,16-04-2021 00:00,07-05-2021 00:00,03-11-2021 00:00
1148,SPA,HERN    JAME,HERNJA,86144171016,Mrs,James,Hernandez,F,M,2,0,03-10-2023,12-04-2024,PREMIUM,HIGH,ACTIVE,BOTH,B,3,X,Q,1,1,1,1,1,1,A,Mr James Hernandez,0,000000001C651332,1,Services Inc,Specialist,23-10-1978,23,1,03-10-2023 00:00,15-10-2023 00:00,22-07-2024 00:00
1149,ENG,WILS    JOHN,WILSJO,59575727950,Dr,John,Wilson,F,M,1,1,13-02-2019,18-03-2019,PREMIUM,HIGH,ENGAGED,HYBRID,A,4,X,S,0,0,0,0,0,0,I,Mrs John Wilson,0,0000000036DA7C59,1,Services Inc,Director,10-06-1983,10,1,13-02-2019 00:00,06-03-2019 00:00,28-02-2019 00:00
1150,ITA,HERN    JOSE,HERNJO,10052464667,Mr,Joseph,Hernandez,F,U,1,1,18-06-2021,13-12-2021,STANDARD,VERY_HIGH,ACTIVE,HYBRID,E,2,Z,P,0,1,1,0,1,0,A,Mr Joseph Hernandez,0,000000001038FF8A,2,Tech Solutions,Consultant,12-07-1982,12,1,18-06-2021 00:00,13-08-2021 00:00,30-08-2021 00:00
1151,CHI,TAYL    THOM,TAYLTH,52444187994,Mrs,Thomas,Taylor,M,M,1,1,26-05-2013,13-03-2014,BASIC,VERY_HIGH,ACTIVE,ONLINE,E,5,Z,P,1,0,0,1,1,1,A,Mrs Thomas Taylor,0,00000000361CB11B,2,Tech Solutions,Analyst,27-04-1953,27,1,26-05-2013 00:00,07-07-2013 00:00,30-08-2013 00:00
1152,ENG,BROW    JOSE,BROWJO,16142439458,Ms,Joseph,Brown,F,D,1,0,20-01-2019,08-06-2019,VIP,HIGH,INACTIVE,BOTH,D,2,X,P,1,0,1,1,1,1,I,Mr Joseph Brown,0,0000000023ACE70D,3,XYZ Industries,Manager,19-05-1993,19,1,20-01-2019 00:00,03-02-2019 00:00,11-01-2020 00:00
1153,GER,RODR    MARY,RODRMA,45382447053,Mrs,Mary,Rodriguez,M,D,3,1,06-03-2023,10-08-2023,VIP,VERY_HIGH,ACTIVE,RETAIL,D,5,Z,Q,1,0,0,1,1,0,A,Mr Mary Rodriguez,0,000000001E523840,1,ABC Corp,Director,27-05-1976,27,1,06-03-2023 00:00,25-05-2023 00:00,25-09-2023 00:00
1154,POR,JACK    JESS,JACKJE,88035913579,Mr,Jessica,Jackson,F,D,3,1,28-11-2025,13-01-2026,GOLD,LOW,ENGAGED,ONLINE,E,1,Z,S,0,1,1,0,1,0,P,Mrs Jessica Jackson,1,0000000004ECFD92,2,Services Inc,Director,01-11-1962,1,0,28-11-2025 00:00,13-02-2026 00:00,24-05-2026 00:00
1155,ENG,JOHN    THOM,JOHNTH,17113020002,Dr,Thomas,Johnson,F,U,1,0,02-07-2023,02-10-2023,STANDARD,HIGH,ENGAGED,BOTH,E,2,Y,Q,0,0,0,0,1,1,I,Dr Thomas Johnson,0,0000000016286830,1,Consulting LLC,CEO,16-12-1956,16,1,02-07-2023 00:00,07-10-2023 00:00,30-09-2024 00:00
1156,ITA,BROW    LIND,BROWLI,36164635638,Ms,Linda,Brown,F,S,2,1,09-08-2014,13-12-2014,STANDARD,MEDIUM,DORMANT,HYBRID,B,4,Z,Q,0,1,0,0,1,0,A,Dr Linda Brown,0,00000000395E5708,2,Tech Solutions,Director,15-12-1956,15,1,09-08-2014 00:00,01-11-2014 00:00,26-04-2015 00:00
1157,FRE,WILL    BARB,WILLBA,41482141955,Mr,Barbara,Williams,M,U,2,1,21-05-2019,26-03-2020,VIP,VERY_HIGH,INACTIVE,HYBRID,C,2,W,Q,1,1,1,0,0,0,I,Mr Barbara Williams,0,00000000254FCBA3,1,ABC Corp,CEO,02-06-1954,2,1,21-05-2019 00:00,04-06-2019 00:00,12-07-2019 00:00
1158,POR,DAVI    DAVI,DAVIDA,58050908070,Mr,David,Davis,M,S,2,1,30-08-2022,21-07-2023,BASIC,LOW,ACTIVE,ONLINE,B,2,Y,Q,0,0,0,1,0,1,I,Mr David Davis,1,000000000D42C1EE,3,Consulting LLC,Director,01-02-1948,1,0,30-08-2022 00:00,31-10-2022 00:00,05-09-2022 00:00
1159,FRE,LOPE    SUSA,LOPESU,40596890901,Mr,Susan,Lopez,F,W,3,0,10-11-2025,19-02-2026,VIP,HIGH,ACTIVE,ONLINE,D,1,Z,P,0,0,1,1,1,0,P,Mr Susan Lopez,0,000000001C6ECD8D,3,Tech Solutions,Specialist,16-04-1978,16,0,10-11-2025 00:00,19-01-2026 00:00,12-01-2026 00:00
1160,ITA,DAVI    JAME,DAVIJA,33174305770,Ms,James,Davis,M,D,2,1,11-08-2017,25-09-2017,VIP,VERY_HIGH,ACTIVE,RETAIL,C,2,Z,R,0,0,1,0,0,0,P,Mrs James Davis,0,00000000211E4CF9,2,ABC Corp,VP Sales,22-01-1973,22,1,11-08-2017 00:00,13-10-2017 00:00,14-04-2018 00:00
1161,GER,MOOR    SARA,MOORSA,20584932415,Ms,Sarah,Moore,M,W,2,0,10-12-2019,21-06-2020,STANDARD,MEDIUM,ACTIVE,HYBRID,A,4,W,S,1,0,1,0,0,0,A,Mr Sarah Moore,1,000000002C9B05D6,1,ABC Corp,Engineer,16-09-1966,16,1,10-12-2019 00:00,15-03-2020 00:00,31-03-2020 00:00
1162,GER,MART    JOHN,MARTJO,40309894763,Dr,John,Martin,M,W,3,0,23-07-2014,17-04-2015,PREMIUM,MEDIUM,ENGAGED,ONLINE,A,4,X,Q,0,0,1,1,0,0,I,Mrs John Martin,0,000000001908A9D8,1,Consulting LLC,Consultant,24-04-1976,24,1,23-07-2014 00:00,20-10-2014 00:00,22-12-2014 00:00
