scan_id,user_id,associate_login_email,scanning_mode,store_num,app,date,source_metadata,tar,mesh,measures,weight,pose_count,distance,gender,age,height,type,date_partition,process_date,load_filename,load_timestamp,pipeline,status,year,month,multiscan_num,pipeline_metadata,scan_quality,retry_count,confidence_score
cbcfdf81-0348-4ada-825e-e3850904c0d3,dd573c4e-8f7c-4a7d-969b-02f5cf141704,scan+dxl.sm9330@formcut.us,assisted,9330,095e3581-c21b-4abb-9602-8579d32c6c8e,26-10-2025 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""iPad14,5"", ""app_version"": ""2.3.0"", ""scan_duration"": 45}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/cbcfdf81-0348-4ada-825e-e3850904c0d3/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/cbcfdf81-0348-4ada-825e-e3850904c0d3/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/cbcfdf81-0348-4ada-825e-e3850904c0d3/measure_results_composite.yaml,236,2,32,male,68,70,2d3d-silhouette-2.1.0,10,27-10-2025,scanId-cbcfdf81-0348-4ada-825e-e3850904c0d3_2025_10_26_00_00_00.json,15:30.7,dar-measure_3.3.0,processing,2025,10,1,"{""version"": ""3.3"", ""quality_score"": 0.88}",FAIR,0,0.98
9161c77e-4ced-44b5-8f8a-aee5e453937a,f59179ef-153b-4a47-a992-861cb1b2f5a2,scan+dxl.sm9500@formcut.us,self,9500,095e3581-c21b-4abb-9602-8579d32c6c8e,30-09-2025 00:00,"{""scanning_mode"": ""self"", ""device"": ""iPad13,8"", ""app_version"": ""2.1.0"", ""scan_duration"": 51}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/9161c77e-4ced-44b5-8f8a-aee5e453937a/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/9161c77e-4ced-44b5-8f8a-aee5e453937a/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/9161c77e-4ced-44b5-8f8a-aee5e453937a/measure_results_composite.yaml,221,4,40,male,34,76,3d-full-body-1.0,15,01-10-2025,scanId-9161c77e-4ced-44b5-8f8a-aee5e453937a_2025_09_30_00_00_00.json,51:58.4,standard-pipeline-1.0,complete,2025,9,3,"{""version"": ""3.4"", ""quality_score"": 0.86}",POOR,1,0.78
77f89aa5-f77d-46f7-a112-850c0759e118,a39f97f9-1a2c-4692-b300-2e882f3bd438,scan+dxl.sm9422@formcut.us,self,9422,095e3581-c21b-4abb-9602-8579d32c6c8e,11-08-2024 00:00,"{""scanning_mode"": ""self"", ""device"": ""iPhone14,2"", ""app_version"": ""3.4.1"", ""scan_duration"": 108}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/77f89aa5-f77d-46f7-a112-850c0759e118/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/77f89aa5-f77d-46f7-a112-850c0759e118/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/77f89aa5-f77d-46f7-a112-850c0759e118/measure_results_composite.yaml,358,4,38,male,57,72,3d-full-body-1.0,15,12-08-2024,scanId-77f89aa5-f77d-46f7-a112-850c0759e118_2024_08_11_00_00_00.json,50:36.6,dar-measure_3.2.0,processing,2024,8,1,"{""version"": ""3.1"", ""quality_score"": 0.87}",EXCELLENT,2,0.88
1ae5a54c-71b2-4c32-b34f-cca69ae568a2,ce6233c8-b1a0-47a2-8e04-9c3fbf2fb055,scan+dxl.sm9330@formcut.us,assisted,9330,095e3581-c21b-4abb-9602-8579d32c6c8e,23-05-2024 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""iPad13,8"", ""app_version"": ""2.4.6"", ""scan_duration"": 81}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/1ae5a54c-71b2-4c32-b34f-cca69ae568a2/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/1ae5a54c-71b2-4c32-b34f-cca69ae568a2/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/1ae5a54c-71b2-4c32-b34f-cca69ae568a2/measure_results_composite.yaml,220,2,38,female,28,81,2d3d-silhouette-2.0.0,10,24-05-2024,scanId-1ae5a54c-71b2-4c32-b34f-cca69ae568a2_2024_05_23_00_00_00.json,50:50.4,dar-measure_3.3.0,complete,2024,5,1,"{""version"": ""2.2"", ""quality_score"": 0.96}",POOR,2,0.81
7055961d-4941-499d-8171-53c93a04e3ea,a5e1caba-3555-4c4d-a2ea-e362d200bbbd,scan+dxl.sm9851@formcut.us,self,9851,095e3581-c21b-4abb-9602-8579d32c6c8e,12-07-2024 00:00,"{""scanning_mode"": ""self"", ""device"": ""Android Tablet"", ""app_version"": ""3.3.4"", ""scan_duration"": 46}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/7055961d-4941-499d-8171-53c93a04e3ea/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/7055961d-4941-499d-8171-53c93a04e3ea/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/7055961d-4941-499d-8171-53c93a04e3ea/measure_results_composite.yaml,353,2,34,male,54,75,2d3d-silhouette-2.1.0,30,13-07-2024,scanId-7055961d-4941-499d-8171-53c93a04e3ea_2024_07_12_00_00_00.json,52:14.4,standard-pipeline-1.0,complete,2024,7,2,"{""version"": ""1.4"", ""quality_score"": 0.87}",POOR,1,0.97
2ae98e04-87b4-44bc-8e77-fc70228166fe,807ff387-f63b-4571-8df4-40d652000f4f,scan+dxl.sm9600@formcut.us,self,9600,095e3581-c21b-4abb-9602-8579d32c6c8e,24-01-2025 00:00,"{""scanning_mode"": ""self"", ""device"": ""Android Tablet"", ""app_version"": ""3.4.9"", ""scan_duration"": 117}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/2ae98e04-87b4-44bc-8e77-fc70228166fe/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/2ae98e04-87b4-44bc-8e77-fc70228166fe/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/2ae98e04-87b4-44bc-8e77-fc70228166fe/measure_results_composite.yaml,225,3,34,female,77,69,2d3d-silhouette-2.1.0,20,25-01-2025,scanId-2ae98e04-87b4-44bc-8e77-fc70228166fe_2025_01_24_00_00_00.json,21:49.7,dar-measure_3.2.0,complete,2025,1,2,"{""version"": ""3.4"", ""quality_score"": 0.89}",GOOD,1,0.93
059eab3a-f5b5-4cd9-a41d-b5ef9736841e,14d77306-e68f-47d2-ab03-0cf8ffeed115,scan+dxl.sm9200@formcut.us,self,9200,095e3581-c21b-4abb-9602-8579d32c6c8e,09-07-2025 00:00,"{""scanning_mode"": ""self"", ""device"": ""iPad14,5"", ""app_version"": ""2.2.3"", ""scan_duration"": 73}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/059eab3a-f5b5-4cd9-a41d-b5ef9736841e/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/059eab3a-f5b5-4cd9-a41d-b5ef9736841e/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/059eab3a-f5b5-4cd9-a41d-b5ef9736841e/measure_results_composite.yaml,262,2,38,female,62,84,2d3d-silhouette-2.0.0,10,10-07-2025,scanId-059eab3a-f5b5-4cd9-a41d-b5ef9736841e_2025_07_09_00_00_00.json,48:55.9,dar-measure_3.3.0,complete,2025,7,3,"{""version"": ""2.0"", ""quality_score"": 0.97}",FAIR,0,0.89
8ec72dd5-8a36-4dc8-bfcd-3c401be63a3f,b9672ff1-fa96-4e83-936d-57a93182983c,scan+dxl.sm9200@formcut.us,self,9200,095e3581-c21b-4abb-9602-8579d32c6c8e,27-02-2024 00:00,"{""scanning_mode"": ""self"", ""device"": ""Android Tablet"", ""app_version"": ""3.4.0"", ""scan_duration"": 66}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/8ec72dd5-8a36-4dc8-bfcd-3c401be63a3f/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/8ec72dd5-8a36-4dc8-bfcd-3c401be63a3f/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/8ec72dd5-8a36-4dc8-bfcd-3c401be63a3f/measure_results_composite.yaml,328,3,40,female,71,80,2d3d-silhouette-2.1.0,15,28-02-2024,scanId-8ec72dd5-8a36-4dc8-bfcd-3c401be63a3f_2024_02_27_00_00_00.json,11:55.5,dar-measure_3.2.0,complete,2024,2,3,"{""version"": ""1.0"", ""quality_score"": 0.91}",POOR,1,0.92
848ddea1-240f-4e6a-8ef9-a2879951d6e6,0a52f25c-046d-46a9-8db5-09ff61f6ab7f,scan+dxl.sm9451@formcut.us,assisted,9451,095e3581-c21b-4abb-9602-8579d32c6c8e,29-05-2024 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""iPhone14,2"", ""app_version"": ""2.4.0"", ""scan_duration"": 67}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/848ddea1-240f-4e6a-8ef9-a2879951d6e6/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/848ddea1-240f-4e6a-8ef9-a2879951d6e6/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/848ddea1-240f-4e6a-8ef9-a2879951d6e6/measure_results_composite.yaml,209,4,36,female,71,80,2d3d-silhouette-2.0.0,30,30-05-2024,scanId-848ddea1-240f-4e6a-8ef9-a2879951d6e6_2024_05_29_00_00_00.json,47:46.8,dar-measure_3.2.0,complete,2024,5,3,"{""version"": ""3.1"", ""quality_score"": 0.93}",FAIR,1,0.95
318d58fe-8a1d-44d7-907e-824810eb3d2f,158e98e7-eca2-462b-9604-d176f74e3d4e,scan+dxl.sm9422@formcut.us,self,9422,095e3581-c21b-4abb-9602-8579d32c6c8e,20-12-2024 00:00,"{""scanning_mode"": ""self"", ""device"": ""iPhone14,2"", ""app_version"": ""3.2.1"", ""scan_duration"": 54}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/318d58fe-8a1d-44d7-907e-824810eb3d2f/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/318d58fe-8a1d-44d7-907e-824810eb3d2f/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/318d58fe-8a1d-44d7-907e-824810eb3d2f/measure_results_composite.yaml,342,2,38,male,45,84,3d-full-body-1.0,15,21-12-2024,scanId-318d58fe-8a1d-44d7-907e-824810eb3d2f_2024_12_20_00_00_00.json,35:39.1,dar-measure_3.3.0,error,2024,12,3,"{""version"": ""1.2"", ""quality_score"": 0.91}",POOR,1,0.77
b65ffdd5-b3e3-464c-8ea5-c782e2088e88,208f4a20-1f56-4c5a-a5a5-38f7ac1d4636,scan+dxl.sm9500@formcut.us,assisted,9500,095e3581-c21b-4abb-9602-8579d32c6c8e,08-01-2025 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""iPad13,8"", ""app_version"": ""2.1.0"", ""scan_duration"": 46}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/b65ffdd5-b3e3-464c-8ea5-c782e2088e88/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/b65ffdd5-b3e3-464c-8ea5-c782e2088e88/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/b65ffdd5-b3e3-464c-8ea5-c782e2088e88/measure_results_composite.yaml,242,4,32,male,38,79,2d3d-silhouette-2.0.0,25,09-01-2025,scanId-b65ffdd5-b3e3-464c-8ea5-c782e2088e88_2025_01_08_00_00_00.json,25:12.9,standard-pipeline-1.0,complete,2025,1,1,"{""version"": ""3.2"", ""quality_score"": 0.99}",GOOD,2,0.86
1edf19a5-3215-4b33-9250-8d1067ecbe5b,51e7a0f0-b0ba-46fa-834e-59d6e06df25f,scan+dxl.sm9422@formcut.us,self,9422,095e3581-c21b-4abb-9602-8579d32c6c8e,24-06-2024 00:00,"{""scanning_mode"": ""self"", ""device"": ""Android Tablet"", ""app_version"": ""2.0.2"", ""scan_duration"": 101}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/1edf19a5-3215-4b33-9250-8d1067ecbe5b/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/1edf19a5-3215-4b33-9250-8d1067ecbe5b/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/1edf19a5-3215-4b33-9250-8d1067ecbe5b/measure_results_composite.yaml,370,2,38,male,26,77,2d3d-silhouette-2.0.0,20,25-06-2024,scanId-1edf19a5-3215-4b33-9250-8d1067ecbe5b_2024_06_24_00_00_00.json,44:32.3,dar-measure_3.3.0,complete,2024,6,3,"{""version"": ""1.0"", ""quality_score"": 0.86}",POOR,0,0.88
664de905-656c-46d0-b054-d26bae92bfc6,c3cd38fd-6b14-45ef-933f-ca967d30f66e,scan+dxl.sm9100@formcut.us,assisted,9100,095e3581-c21b-4abb-9602-8579d32c6c8e,11-07-2025 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""iPad14,5"", ""app_version"": ""3.5.2"", ""scan_duration"": 107}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/664de905-656c-46d0-b054-d26bae92bfc6/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/664de905-656c-46d0-b054-d26bae92bfc6/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/664de905-656c-46d0-b054-d26bae92bfc6/measure_results_composite.yaml,347,4,38,male,28,78,2d3d-silhouette-2.1.0,25,12-07-2025,scanId-664de905-656c-46d0-b054-d26bae92bfc6_2025_07_11_00_00_00.json,30:14.3,standard-pipeline-1.0,complete,2025,7,2,"{""version"": ""2.0"", ""quality_score"": 0.95}",EXCELLENT,0,0.98
efc112ee-24c5-47e4-9711-b76b2f2c5603,8cd1babb-1220-4f5f-9137-f2814c9aa5f8,scan+dxl.sm9330@formcut.us,self,9330,095e3581-c21b-4abb-9602-8579d32c6c8e,23-03-2024 00:00,"{""scanning_mode"": ""self"", ""device"": ""iPhone14,2"", ""app_version"": ""3.5.2"", ""scan_duration"": 61}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/efc112ee-24c5-47e4-9711-b76b2f2c5603/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/efc112ee-24c5-47e4-9711-b76b2f2c5603/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/efc112ee-24c5-47e4-9711-b76b2f2c5603/measure_results_composite.yaml,283,3,34,male,65,74,2d3d-silhouette-2.1.0,10,24-03-2024,scanId-efc112ee-24c5-47e4-9711-b76b2f2c5603_2024_03_23_00_00_00.json,10:23.7,dar-measure_3.3.0,processing,2024,3,1,"{""version"": ""1.1"", ""quality_score"": 0.9}",GOOD,2,0.81
f35e617f-b842-4284-a0ea-ec195c97ffe5,ce18de97-47d6-49f2-9be3-5f40a109058f,scan+dxl.sm5011@formcut.us,self,5011,095e3581-c21b-4abb-9602-8579d32c6c8e,13-07-2024 00:00,"{""scanning_mode"": ""self"", ""device"": ""iPhone14,2"", ""app_version"": ""2.3.5"", ""scan_duration"": 71}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/f35e617f-b842-4284-a0ea-ec195c97ffe5/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/f35e617f-b842-4284-a0ea-ec195c97ffe5/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/f35e617f-b842-4284-a0ea-ec195c97ffe5/measure_results_composite.yaml,218,4,32,female,27,81,2d3d-silhouette-2.0.0,30,14-07-2024,scanId-f35e617f-b842-4284-a0ea-ec195c97ffe5_2024_07_13_00_00_00.json,19:45.1,standard-pipeline-1.0,complete,2024,7,3,"{""version"": ""3.3"", ""quality_score"": 0.88}",POOR,1,0.9
f239794c-8215-4728-abb0-4eebf23d7dd2,072a93eb-4631-480e-b63a-b925adc7cc66,scan+dxl.sm9100@formcut.us,assisted,9100,095e3581-c21b-4abb-9602-8579d32c6c8e,25-07-2025 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""iPad14,5"", ""app_version"": ""2.1.0"", ""scan_duration"": 77}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/f239794c-8215-4728-abb0-4eebf23d7dd2/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/f239794c-8215-4728-abb0-4eebf23d7dd2/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/f239794c-8215-4728-abb0-4eebf23d7dd2/measure_results_composite.yaml,317,3,36,female,27,69,2d3d-silhouette-2.0.0,10,26-07-2025,scanId-f239794c-8215-4728-abb0-4eebf23d7dd2_2025_07_25_00_00_00.json,11:34.2,dar-measure_3.2.0,processing,2025,7,2,"{""version"": ""3.3"", ""quality_score"": 0.85}",FAIR,0,0.94
52def7d0-f7b6-4a8d-8f0b-2cad54bc37d8,d1db01a5-17b3-408f-98eb-f5958c69a902,scan+dxl.sm9330@formcut.us,self,9330,095e3581-c21b-4abb-9602-8579d32c6c8e,19-07-2025 00:00,"{""scanning_mode"": ""self"", ""device"": ""iPhone14,2"", ""app_version"": ""2.3.6"", ""scan_duration"": 83}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/52def7d0-f7b6-4a8d-8f0b-2cad54bc37d8/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/52def7d0-f7b6-4a8d-8f0b-2cad54bc37d8/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/52def7d0-f7b6-4a8d-8f0b-2cad54bc37d8/measure_results_composite.yaml,382,2,40,male,26,83,2d3d-silhouette-2.0.0,15,20-07-2025,scanId-52def7d0-f7b6-4a8d-8f0b-2cad54bc37d8_2025_07_19_00_00_00.json,43:10.3,dar-measure_3.2.0,complete,2025,7,1,"{""version"": ""2.0"", ""quality_score"": 0.89}",EXCELLENT,2,0.98
a0b87e18-ee5f-4949-81b4-c6e46af77cd4,9347540e-164c-4ce4-b3aa-9f5ae2f87395,scan+dxl.sm9600@formcut.us,assisted,9600,095e3581-c21b-4abb-9602-8579d32c6c8e,22-09-2025 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""iPad14,5"", ""app_version"": ""2.0.5"", ""scan_duration"": 65}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/a0b87e18-ee5f-4949-81b4-c6e46af77cd4/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/a0b87e18-ee5f-4949-81b4-c6e46af77cd4/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/a0b87e18-ee5f-4949-81b4-c6e46af77cd4/measure_results_composite.yaml,350,4,36,male,54,72,2d3d-silhouette-2.0.0,15,23-09-2025,scanId-a0b87e18-ee5f-4949-81b4-c6e46af77cd4_2025_09_22_00_00_00.json,54:25.3,dar-measure_3.3.0,error,2025,9,1,"{""version"": ""2.4"", ""quality_score"": 0.97}",GOOD,1,0.91
855c84c0-3b10-468a-a3df-d7df9029e5cb,e2b6ca3e-7873-452f-8b36-09252702797c,scan+dxl.sm9451@formcut.us,assisted,9451,095e3581-c21b-4abb-9602-8579d32c6c8e,07-11-2024 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""iPhone14,2"", ""app_version"": ""2.5.4"", ""scan_duration"": 108}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/855c84c0-3b10-468a-a3df-d7df9029e5cb/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/855c84c0-3b10-468a-a3df-d7df9029e5cb/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/855c84c0-3b10-468a-a3df-d7df9029e5cb/measure_results_composite.yaml,320,3,34,male,73,74,2d3d-silhouette-2.0.0,15,08-11-2024,scanId-855c84c0-3b10-468a-a3df-d7df9029e5cb_2024_11_07_00_00_00.json,48:33.1,dar-measure_3.3.0,complete,2024,11,1,"{""version"": ""2.1"", ""quality_score"": 0.96}",FAIR,2,0.91
23ee83d6-3e84-44a0-83b8-966c55fd2c9b,c614db9b-8627-482d-8bb8-ef13a0b95983,scan+dxl.sm9100@formcut.us,assisted,9100,095e3581-c21b-4abb-9602-8579d32c6c8e,04-07-2024 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""iPad13,8"", ""app_version"": ""3.0.3"", ""scan_duration"": 55}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/23ee83d6-3e84-44a0-83b8-966c55fd2c9b/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/23ee83d6-3e84-44a0-83b8-966c55fd2c9b/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/23ee83d6-3e84-44a0-83b8-966c55fd2c9b/measure_results_composite.yaml,360,3,36,female,47,80,3d-full-body-1.0,30,05-07-2024,scanId-23ee83d6-3e84-44a0-83b8-966c55fd2c9b_2024_07_04_00_00_00.json,11:25.1,dar-measure_3.2.0,complete,2024,7,1,"{""version"": ""3.4"", ""quality_score"": 0.92}",POOR,0,0.94
19e8948e-2163-4c62-9ed8-154b34da6c70,371cc395-f53a-4ac9-b86c-beafb263b51f,scan+dxl.sm9588@formcut.us,self,9588,095e3581-c21b-4abb-9602-8579d32c6c8e,12-11-2024 00:00,"{""scanning_mode"": ""self"", ""device"": ""iPad13,8"", ""app_version"": ""3.5.5"", ""scan_duration"": 82}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/19e8948e-2163-4c62-9ed8-154b34da6c70/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/19e8948e-2163-4c62-9ed8-154b34da6c70/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/19e8948e-2163-4c62-9ed8-154b34da6c70/measure_results_composite.yaml,330,4,36,male,26,73,3d-full-body-1.0,15,13-11-2024,scanId-19e8948e-2163-4c62-9ed8-154b34da6c70_2024_11_12_00_00_00.json,12:30.6,standard-pipeline-1.0,processing,2024,11,3,"{""version"": ""2.3"", ""quality_score"": 0.92}",EXCELLENT,0,0.91
a260aec1-a6bc-46e4-9930-ede2eb8211e4,b7896622-602f-46d5-a514-efd2e462bf37,scan+dxl.sm9600@formcut.us,self,9600,095e3581-c21b-4abb-9602-8579d32c6c8e,04-04-2025 00:00,"{""scanning_mode"": ""self"", ""device"": ""iPad14,5"", ""app_version"": ""3.2.7"", ""scan_duration"": 97}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/a260aec1-a6bc-46e4-9930-ede2eb8211e4/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/a260aec1-a6bc-46e4-9930-ede2eb8211e4/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/a260aec1-a6bc-46e4-9930-ede2eb8211e4/measure_results_composite.yaml,360,2,38,male,78,80,2d3d-silhouette-2.0.0,20,05-04-2025,scanId-a260aec1-a6bc-46e4-9930-ede2eb8211e4_2025_04_04_00_00_00.json,59:53.2,dar-measure_3.3.0,processing,2025,4,1,"{""version"": ""3.4"", ""quality_score"": 0.99}",FAIR,2,0.89
a15487f7-f9b7-49c8-a69a-297e8ed79a8b,6c90d867-1109-4790-9cee-367af8548350,scan+dxl.sm9422@formcut.us,assisted,9422,095e3581-c21b-4abb-9602-8579d32c6c8e,09-02-2024 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""iPad13,8"", ""app_version"": ""2.0.3"", ""scan_duration"": 70}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/a15487f7-f9b7-49c8-a69a-297e8ed79a8b/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/a15487f7-f9b7-49c8-a69a-297e8ed79a8b/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/a15487f7-f9b7-49c8-a69a-297e8ed79a8b/measure_results_composite.yaml,206,3,40,male,74,74,3d-full-body-1.0,25,10-02-2024,scanId-a15487f7-f9b7-49c8-a69a-297e8ed79a8b_2024_02_09_00_00_00.json,13:10.9,dar-measure_3.3.0,complete,2024,2,3,"{""version"": ""2.5"", ""quality_score"": 0.95}",GOOD,2,0.9
a61fcd49-fea8-4bb3-abc2-13b02de11ca0,75f9b35c-2f11-4032-b987-951cebd13d37,scan+dxl.sm9600@formcut.us,self,9600,095e3581-c21b-4abb-9602-8579d32c6c8e,12-06-2025 00:00,"{""scanning_mode"": ""self"", ""device"": ""iPad14,5"", ""app_version"": ""3.2.6"", ""scan_duration"": 58}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/a61fcd49-fea8-4bb3-abc2-13b02de11ca0/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/a61fcd49-fea8-4bb3-abc2-13b02de11ca0/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/a61fcd49-fea8-4bb3-abc2-13b02de11ca0/measure_results_composite.yaml,400,4,32,male,45,72,3d-full-body-1.0,15,13-06-2025,scanId-a61fcd49-fea8-4bb3-abc2-13b02de11ca0_2025_06_12_00_00_00.json,56:46.8,standard-pipeline-1.0,error,2025,6,1,"{""version"": ""2.0"", ""quality_score"": 0.94}",FAIR,1,0.97
e9facbcf-49a8-4421-9b95-5c93c9db14c3,37e5ea14-6a5f-4b33-b208-0a43aacfb1ab,scan+dxl.sm9451@formcut.us,assisted,9451,095e3581-c21b-4abb-9602-8579d32c6c8e,13-08-2024 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""iPhone14,2"", ""app_version"": ""2.4.5"", ""scan_duration"": 116}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/e9facbcf-49a8-4421-9b95-5c93c9db14c3/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/e9facbcf-49a8-4421-9b95-5c93c9db14c3/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/e9facbcf-49a8-4421-9b95-5c93c9db14c3/measure_results_composite.yaml,287,4,40,female,80,77,2d3d-silhouette-2.0.0,30,14-08-2024,scanId-e9facbcf-49a8-4421-9b95-5c93c9db14c3_2024_08_13_00_00_00.json,51:16.9,dar-measure_3.2.0,complete,2024,8,3,"{""version"": ""2.5"", ""quality_score"": 0.88}",EXCELLENT,0,0.86
6abd964b-e5e7-49e0-a808-ee11d67e8a04,23e735d9-e25a-4551-bbd8-e97ab9b2fefc,scan+dxl.sm5011@formcut.us,assisted,5011,095e3581-c21b-4abb-9602-8579d32c6c8e,24-08-2025 00:00,"{""scanning_mode"": ""assisted"", ""device"": ""iPhone14,2"", ""app_version"": ""3.3.4"", ""scan_duration"": 84}",s3://prod-tar-upload-5.0.1-616470503709/2d3d-silhouette-2.1.0/6abd964b-e5e7-49e0-a808-ee11d67e8a04/acquired.tar.enc,s3://prod-3did-buckets-1-scans-616470503709/6abd964b-e5e7-49e0-a808-ee11d67e8a04/mesh.drc,s3://prod-3did-buckets-1-scans-616470503709/6abd964b-e5e7-49e0-a808-ee11d67e8a04/measure_results_composite.yaml,201,3,32,male,80,83,2d3d-silhouette-2.1.0,25,25-08-2025,scanId-6abd964b-e5e7-49e0-a808-ee11d67e8a04_2025_08_24_00_00_00.json,35:47.3,standard-pipeline-1.0,processing,2025,8,1,"{""version"": ""2.5"", ""quality_score"": 0.96}",FAIR,0,0.91
