customer_id,email_id,email_address,email_type,is_valid,opt_in,opt_in_date,bounce_count,last_verified,create_date,modify_date,create_user_id,modify_user_id
1183,2,james.gonzalez83@aol.com,PERSONAL,1,0,23-10-2012 00:00,0,30-09-2016 00:00,23-10-2012 00:00,30-09-2016 00:00,1000,1000
1184,1,james.davis2@icloud.com,PERSONAL,1,0,15-02-2013 00:00,1,23-12-2015 00:00,15-02-2013 00:00,23-12-2015 00:00,1000,-2
1185,1,elizabeth.jones853@gmail.com,SECONDARY,1,0,24-05-2014 00:00,2,02-02-2025 00:00,24-05-2014 00:00,02-02-2025 00:00,1000,-1
1186,1,michael.wilson445@aol.com,PERSONAL,1,0,17-10-2012 00:00,3,03-10-2017 00:00,17-10-2012 00:00,03-10-2017 00:00,1000,-1
1186,2,michael.wilson163@hotmail.com,SECONDARY,1,1,07-04-2014 00:00,1,02-05-2017 00:00,07-04-2014 00:00,02-05-2017 00:00,-2,1000
1187,1,thomas.martinez300@yahoo.com,SECONDARY,0,1,10-04-2013 00:00,1,24-11-2020 00:00,10-04-2013 00:00,24-11-2020 00:00,1000,-2
1187,2,thomas.martinez697@yahoo.com,PERSONAL,0,0,31-10-2013 00:00,0,01-06-2020 00:00,31-10-2013 00:00,01-06-2020 00:00,-1,-1
1188,1,karen.brown105@yahoo.com,WORK,1,1,12-07-2014 00:00,1,12-04-2024 00:00,12-07-2014 00:00,12-04-2024 00:00,-1,2000
1188,2,karen.brown166@outlook.com,PRIMARY,0,0,07-06-2013 00:00,3,19-11-2013 00:00,07-06-2013 00:00,19-11-2013 00:00,1000,-1
1189,1,barbara.miller917@hotmail.com,PERSONAL,1,1,27-12-2012 00:00,1,07-04-2016 00:00,27-12-2012 00:00,07-04-2016 00:00,1000,-2
1192,1,patricia.smith63@icloud.com,BUSINESS,1,0,29-09-2012 00:00,0,22-03-2020 00:00,29-09-2012 00:00,22-03-2020 00:00,-1,-2
1194,1,charles.miller295@gmail.com,WORK,1,1,01-04-2012 00:00,0,16-02-2021 00:00,01-04-2012 00:00,16-02-2021 00:00,-2,-2
1195,1,richard.davis838@icloud.com,PERSONAL,1,1,27-06-2014 00:00,2,20-10-2015 00:00,27-06-2014 00:00,20-10-2015 00:00,2000,-1
1195,2,richard.davis186@icloud.com,SECONDARY,1,0,27-08-2012 00:00,0,13-10-2012 00:00,27-08-2012 00:00,13-10-2012 00:00,2000,-1
1197,1,susan.wilson167@yahoo.com,WORK,1,0,07-10-2013 00:00,0,12-08-2017 00:00,07-10-2013 00:00,12-08-2017 00:00,1000,-1
1198,1,charles.brown797@aol.com,BUSINESS,1,0,21-03-2012 00:00,3,01-04-2021 00:00,21-03-2012 00:00,01-04-2021 00:00,2000,-2
1198,2,charles.brown334@hotmail.com,SECONDARY,1,0,20-02-2012 00:00,0,02-10-2012 00:00,20-02-2012 00:00,02-10-2012 00:00,-1,1000
1199,1,john.wilson997@icloud.com,BUSINESS,1,0,28-07-2012 00:00,0,03-06-2024 00:00,28-07-2012 00:00,03-06-2024 00:00,1000,1000
1200,1,barbara.miller770@gmail.com,BUSINESS,1,0,07-03-2013 00:00,0,14-06-2019 00:00,07-03-2013 00:00,14-06-2019 00:00,-2,-1
1201,1,john.brown669@aol.com,SECONDARY,1,1,25-07-2012 00:00,0,27-07-2025 00:00,25-07-2012 00:00,27-07-2025 00:00,1000,-1
1203,1,thomas.moore90@icloud.com,BUSINESS,0,0,27-02-2014 00:00,3,12-08-2015 00:00,27-02-2014 00:00,12-08-2015 00:00,-1,2000
1203,2,thomas.moore494@gmail.com,PRIMARY,1,1,18-02-2013 00:00,0,21-05-2024 00:00,18-02-2013 00:00,21-05-2024 00:00,-1,1000
1204,1,patricia.jackson270@hotmail.com,SECONDARY,1,1,24-05-2013 00:00,0,30-04-2020 00:00,24-05-2013 00:00,30-04-2020 00:00,2000,2000
1204,2,patricia.jackson968@outlook.com,PRIMARY,1,1,23-08-2012 00:00,2,12-08-2025 00:00,23-08-2012 00:00,12-08-2025 00:00,-2,2000
1205,1,michael.moore170@hotmail.com,PRIMARY,1,1,30-03-2012 00:00,3,16-12-2014 00:00,30-03-2012 00:00,16-12-2014 00:00,-1,2000
1206,1,thomas.williams857@aol.com,PERSONAL,0,0,28-11-2012 00:00,0,16-07-2013 00:00,28-11-2012 00:00,16-07-2013 00:00,1000,2000
1207,1,thomas.martinez228@outlook.com,PERSONAL,0,0,30-03-2014 00:00,1,30-10-2025 00:00,30-03-2014 00:00,30-10-2025 00:00,1000,-2
1208,1,karen.taylor918@outlook.com,PRIMARY,1,1,18-07-2013 00:00,0,27-12-2015 00:00,18-07-2013 00:00,27-12-2015 00:00,2000,1000
1209,1,charles.miller353@outlook.com,SECONDARY,1,0,24-06-2012 00:00,0,20-02-2020 00:00,24-06-2012 00:00,20-02-2020 00:00,2000,1000
1211,1,michael.rodriguez246@gmail.com,PERSONAL,1,0,03-09-2012 00:00,3,12-10-2013 00:00,03-09-2012 00:00,12-10-2013 00:00,-1,1000
1211,2,michael.rodriguez520@outlook.com,PERSONAL,0,1,19-05-2012 00:00,0,15-07-2018 00:00,19-05-2012 00:00,15-07-2018 00:00,-1,1000
1212,1,patricia.brown910@hotmail.com,PERSONAL,1,1,13-11-2012 00:00,0,12-04-2016 00:00,13-11-2012 00:00,12-04-2016 00:00,1000,-2
1213,1,john.smith894@yahoo.com,BUSINESS,1,1,06-08-2012 00:00,2,23-09-2018 00:00,06-08-2012 00:00,23-09-2018 00:00,-1,-1
1214,1,jennifer.garcia52@hotmail.com,WORK,1,0,13-11-2012 00:00,3,23-12-2021 00:00,13-11-2012 00:00,23-12-2021 00:00,-1,2000
1215,1,richard.moore669@outlook.com,PRIMARY,1,0,28-05-2013 00:00,1,27-05-2022 00:00,28-05-2013 00:00,27-05-2022 00:00,2000,1000
1216,1,patricia.wilson359@icloud.com,PERSONAL,1,1,25-05-2012 00:00,2,27-02-2025 00:00,25-05-2012 00:00,27-02-2025 00:00,1000,-1
1217,1,elizabeth.thomas232@icloud.com,BUSINESS,1,1,19-03-2014 00:00,0,10-06-2016 00:00,19-03-2014 00:00,10-06-2016 00:00,-1,-1
1218,1,john.thomas852@hotmail.com,PERSONAL,1,1,16-02-2014 00:00,1,06-01-2024 00:00,16-02-2014 00:00,06-01-2024 00:00,-2,-1
1219,1,richard.brown197@gmail.com,BUSINESS,0,1,09-09-2012 00:00,0,11-07-2017 00:00,09-09-2012 00:00,11-07-2017 00:00,-1,1000
1220,1,susan.garcia956@outlook.com,SECONDARY,1,0,04-11-2013 00:00,0,08-06-2023 00:00,04-11-2013 00:00,08-06-2023 00:00,-2,-2
1221,1,linda.hernandez5@yahoo.com,BUSINESS,0,1,04-11-2012 00:00,0,16-12-2022 00:00,04-11-2012 00:00,16-12-2022 00:00,1000,-2
1222,1,patricia.moore547@aol.com,WORK,1,0,27-08-2014 00:00,2,29-06-2024 00:00,27-08-2014 00:00,29-06-2024 00:00,-2,-1
1223,1,william.smith527@yahoo.com,WORK,1,1,26-02-2014 00:00,0,29-09-2015 00:00,26-02-2014 00:00,29-09-2015 00:00,1000,-2
1224,1,charles.martin626@hotmail.com,SECONDARY,1,1,25-11-2012 00:00,0,21-04-2020 00:00,25-11-2012 00:00,21-04-2020 00:00,1000,2000
1224,2,charles.martin526@outlook.com,PERSONAL,1,0,23-09-2012 00:00,2,08-11-2022 00:00,23-09-2012 00:00,08-11-2022 00:00,1000,1000
1225,1,joseph.martin320@gmail.com,SECONDARY,1,0,20-09-2014 00:00,3,09-04-2017 00:00,20-09-2014 00:00,09-04-2017 00:00,1000,2000
1226,1,barbara.hernandez580@gmail.com,WORK,1,0,03-06-2014 00:00,1,28-12-2021 00:00,03-06-2014 00:00,28-12-2021 00:00,-2,2000
1227,1,charles.johnson340@yahoo.com,SECONDARY,1,1,02-09-2012 00:00,2,06-01-2020 00:00,02-09-2012 00:00,06-01-2020 00:00,2000,1000
1228,1,john.williams891@icloud.com,PERSONAL,0,0,23-04-2014 00:00,0,21-01-2017 00:00,23-04-2014 00:00,21-01-2017 00:00,1000,1000
1228,2,john.williams5@yahoo.com,BUSINESS,1,1,15-01-2012 00:00,0,21-08-2021 00:00,15-01-2012 00:00,21-08-2021 00:00,-2,-2
1229,1,karen.gonzalez5@hotmail.com,SECONDARY,1,0,31-10-2013 00:00,0,14-05-2015 00:00,31-10-2013 00:00,14-05-2015 00:00,2000,2000
1229,2,karen.gonzalez338@gmail.com,PRIMARY,0,0,29-04-2014 00:00,2,15-01-2020 00:00,29-04-2014 00:00,15-01-2020 00:00,2000,2000
1230,1,jennifer.johnson675@hotmail.com,SECONDARY,1,0,03-03-2012 00:00,0,10-04-2024 00:00,03-03-2012 00:00,10-04-2024 00:00,-2,2000
1230,2,jennifer.johnson244@gmail.com,PRIMARY,1,1,29-11-2013 00:00,2,14-01-2021 00:00,29-11-2013 00:00,14-01-2021 00:00,-1,1000
1231,1,mary.wilson460@icloud.com,PERSONAL,0,1,07-02-2012 00:00,3,03-08-2012 00:00,07-02-2012 00:00,03-08-2012 00:00,-2,2000
1231,2,mary.wilson804@gmail.com,WORK,1,0,30-05-2012 00:00,0,28-06-2021 00:00,30-05-2012 00:00,28-06-2021 00:00,-1,2000
1233,1,karen.williams140@icloud.com,BUSINESS,1,1,12-08-2013 00:00,1,09-11-2021 00:00,12-08-2013 00:00,09-11-2021 00:00,-2,-2
1234,1,john.rodriguez694@outlook.com,PRIMARY,0,1,23-08-2013 00:00,0,22-02-2020 00:00,23-08-2013 00:00,22-02-2020 00:00,-2,1000
1235,1,sarah.moore376@hotmail.com,PERSONAL,1,1,04-09-2014 00:00,3,29-12-2014 00:00,04-09-2014 00:00,29-12-2014 00:00,-1,1000
1235,2,sarah.moore365@gmail.com,SECONDARY,1,0,17-08-2014 00:00,3,16-02-2017 00:00,17-08-2014 00:00,16-02-2017 00:00,2000,1000
1235,3,sarah.moore956@aol.com,SECONDARY,1,0,01-09-2014 00:00,1,12-12-2021 00:00,01-09-2014 00:00,12-12-2021 00:00,-2,2000
1236,1,linda.jones354@hotmail.com,BUSINESS,1,1,08-11-2012 00:00,0,05-10-2017 00:00,08-11-2012 00:00,05-10-2017 00:00,-1,2000
1237,1,joseph.jackson767@outlook.com,WORK,1,1,05-05-2013 00:00,0,08-11-2024 00:00,05-05-2013 00:00,08-11-2024 00:00,1000,2000
1237,2,joseph.jackson406@outlook.com,BUSINESS,1,1,07-07-2013 00:00,0,15-12-2013 00:00,07-07-2013 00:00,15-12-2013 00:00,1000,2000
1238,1,john.davis431@hotmail.com,BUSINESS,1,0,11-10-2012 00:00,1,05-10-2014 00:00,11-10-2012 00:00,05-10-2014 00:00,-1,1000
1239,1,patricia.smith886@icloud.com,PRIMARY,1,0,02-02-2013 00:00,3,21-10-2025 00:00,02-02-2013 00:00,21-10-2025 00:00,2000,2000
1240,1,elizabeth.brown752@gmail.com,PERSONAL,0,0,25-09-2012 00:00,0,29-05-2014 00:00,25-09-2012 00:00,29-05-2014 00:00,-1,1000
1241,1,susan.brown920@yahoo.com,PRIMARY,1,1,29-04-2012 00:00,0,28-01-2018 00:00,29-04-2012 00:00,28-01-2018 00:00,1000,-2
1242,1,david.thomas418@yahoo.com,PERSONAL,1,0,08-08-2014 00:00,0,10-07-2022 00:00,08-08-2014 00:00,10-07-2022 00:00,-1,2000
1243,1,elizabeth.gonzalez359@aol.com,BUSINESS,0,1,27-09-2013 00:00,2,08-11-2019 00:00,27-09-2013 00:00,08-11-2019 00:00,-1,2000
1244,1,robert.smith546@yahoo.com,PERSONAL,1,1,29-04-2014 00:00,3,23-02-2023 00:00,29-04-2014 00:00,23-02-2023 00:00,-1,-1
1244,2,robert.smith981@icloud.com,BUSINESS,1,0,13-04-2012 00:00,0,17-12-2024 00:00,13-04-2012 00:00,17-12-2024 00:00,1000,-2
1244,3,robert.smith122@gmail.com,SECONDARY,0,0,05-02-2014 00:00,2,05-02-2023 00:00,05-02-2014 00:00,05-02-2023 00:00,-2,1000
1245,1,david.jackson318@yahoo.com,PRIMARY,1,1,02-03-2012 00:00,0,05-12-2021 00:00,02-03-2012 00:00,05-12-2021 00:00,2000,-1
1246,1,karen.anderson54@hotmail.com,PERSONAL,1,1,07-10-2013 00:00,2,03-05-2014 00:00,07-10-2013 00:00,03-05-2014 00:00,-2,1000
1247,1,david.wilson975@aol.com,PRIMARY,0,0,25-04-2012 00:00,3,06-01-2015 00:00,25-04-2012 00:00,06-01-2015 00:00,2000,1000
1247,2,david.wilson815@gmail.com,WORK,0,1,23-04-2013 00:00,3,10-04-2016 00:00,23-04-2013 00:00,10-04-2016 00:00,2000,-2
1248,1,david.brown786@gmail.com,BUSINESS,1,0,11-06-2012 00:00,0,26-11-2016 00:00,11-06-2012 00:00,26-11-2016 00:00,-1,-2
1248,2,david.brown47@aol.com,PRIMARY,1,1,02-03-2013 00:00,0,11-04-2025 00:00,02-03-2013 00:00,11-04-2025 00:00,2000,-2
1249,1,susan.martin999@aol.com,BUSINESS,1,1,15-11-2013 00:00,0,18-11-2018 00:00,15-11-2013 00:00,18-11-2018 00:00,1000,-1
1251,1,joseph.thomas764@aol.com,PRIMARY,1,0,19-12-2013 00:00,1,07-11-2017 00:00,19-12-2013 00:00,07-11-2017 00:00,-1,1000
1252,1,elizabeth.garcia130@outlook.com,PERSONAL,1,1,29-01-2014 00:00,0,26-10-2018 00:00,29-01-2014 00:00,26-10-2018 00:00,2000,1000
1253,1,robert.davis936@aol.com,BUSINESS,1,1,15-06-2012 00:00,0,12-07-2021 00:00,15-06-2012 00:00,12-07-2021 00:00,-2,2000
1254,1,linda.jones212@icloud.com,SECONDARY,1,1,03-06-2013 00:00,0,03-01-2018 00:00,03-06-2013 00:00,03-01-2018 00:00,-2,-2
1256,1,thomas.hernandez805@yahoo.com,BUSINESS,1,0,21-05-2012 00:00,2,17-06-2019 00:00,21-05-2012 00:00,17-06-2019 00:00,-1,-1
1256,2,thomas.hernandez373@icloud.com,PRIMARY,0,1,08-03-2013 00:00,0,15-03-2014 00:00,08-03-2013 00:00,15-03-2014 00:00,-1,-1
1257,1,jessica.smith172@yahoo.com,PERSONAL,0,0,02-04-2014 00:00,0,03-08-2017 00:00,02-04-2014 00:00,03-08-2017 00:00,-2,2000
1258,1,susan.gonzalez177@gmail.com,BUSINESS,0,1,21-09-2014 00:00,2,02-01-2016 00:00,21-09-2014 00:00,02-01-2016 00:00,2000,2000
1259,1,patricia.gonzalez271@icloud.com,PRIMARY,1,1,10-01-2014 00:00,1,01-10-2025 00:00,10-01-2014 00:00,01-10-2025 00:00,1000,-2
1259,2,patricia.gonzalez722@hotmail.com,WORK,1,1,29-06-2013 00:00,1,29-04-2020 00:00,29-06-2013 00:00,29-04-2020 00:00,1000,2000
1259,3,patricia.gonzalez349@gmail.com,BUSINESS,1,0,17-03-2013 00:00,3,20-02-2024 00:00,17-03-2013 00:00,20-02-2024 00:00,-1,1000
1262,1,sarah.miller215@aol.com,WORK,1,0,15-06-2012 00:00,0,09-07-2021 00:00,15-06-2012 00:00,09-07-2021 00:00,-1,1000
1262,2,sarah.miller702@hotmail.com,PRIMARY,1,1,06-06-2014 00:00,3,20-12-2018 00:00,06-06-2014 00:00,20-12-2018 00:00,-2,2000
1263,1,jennifer.gonzalez820@yahoo.com,WORK,1,1,24-12-2013 00:00,0,15-01-2024 00:00,24-12-2013 00:00,15-01-2024 00:00,-2,1000
1264,1,robert.thomas780@aol.com,WORK,1,0,21-03-2013 00:00,2,01-08-2022 00:00,21-03-2013 00:00,01-08-2022 00:00,-1,-1
1265,1,john.thomas532@hotmail.com,PERSONAL,1,1,15-09-2014 00:00,1,01-01-2021 00:00,15-09-2014 00:00,01-01-2021 00:00,2000,-2
1266,1,joseph.smith214@aol.com,SECONDARY,1,1,03-06-2014 00:00,0,10-05-2018 00:00,03-06-2014 00:00,10-05-2018 00:00,1000,2000
1267,1,michael.moore685@yahoo.com,BUSINESS,1,1,25-01-2012 00:00,3,05-12-2023 00:00,25-01-2012 00:00,05-12-2023 00:00,1000,2000
1267,2,michael.moore225@outlook.com,BUSINESS,0,0,04-01-2012 00:00,3,13-04-2015 00:00,04-01-2012 00:00,13-04-2015 00:00,-1,2000
1267,3,michael.moore751@outlook.com,BUSINESS,1,0,03-09-2012 00:00,2,25-03-2013 00:00,03-09-2012 00:00,25-03-2013 00:00,2000,2000
1268,1,charles.smith2@gmail.com,SECONDARY,1,1,26-10-2013 00:00,1,22-09-2017 00:00,26-10-2013 00:00,22-09-2017 00:00,2000,-1
1269,1,patricia.johnson309@outlook.com,BUSINESS,0,1,03-04-2014 00:00,0,19-07-2020 00:00,03-04-2014 00:00,19-07-2020 00:00,-2,1000
1270,1,michael.williams267@aol.com,WORK,0,0,03-01-2012 00:00,1,15-02-2013 00:00,03-01-2012 00:00,15-02-2013 00:00,-2,1000
1270,2,michael.williams969@outlook.com,WORK,1,1,17-05-2014 00:00,0,06-09-2017 00:00,17-05-2014 00:00,06-09-2017 00:00,1000,-2
1271,1,jessica.jones508@gmail.com,PERSONAL,0,0,07-04-2012 00:00,0,23-02-2020 00:00,07-04-2012 00:00,23-02-2020 00:00,-2,-1
1272,1,jessica.smith24@hotmail.com,PERSONAL,1,1,04-01-2013 00:00,0,24-01-2014 00:00,04-01-2013 00:00,24-01-2014 00:00,1000,1000
1273,1,robert.taylor747@hotmail.com,SECONDARY,1,0,29-04-2013 00:00,0,13-10-2024 00:00,29-04-2013 00:00,13-10-2024 00:00,1000,2000
1275,1,sarah.johnson974@yahoo.com,PERSONAL,1,1,25-07-2013 00:00,0,28-02-2019 00:00,25-07-2013 00:00,28-02-2019 00:00,2000,-1
1275,2,sarah.johnson258@icloud.com,PERSONAL,1,0,10-10-2012 00:00,0,15-06-2024 00:00,10-10-2012 00:00,15-06-2024 00:00,-2,1000
1275,3,sarah.johnson578@hotmail.com,SECONDARY,1,0,19-01-2012 00:00,0,15-07-2017 00:00,19-01-2012 00:00,15-07-2017 00:00,-1,-2
1276,1,david.gonzalez792@outlook.com,BUSINESS,1,0,01-06-2012 00:00,2,25-09-2024 00:00,01-06-2012 00:00,25-09-2024 00:00,2000,-2
1276,2,david.gonzalez308@outlook.com,PERSONAL,1,1,06-09-2014 00:00,2,03-05-2023 00:00,06-09-2014 00:00,03-05-2023 00:00,1000,2000
1277,1,william.jackson102@hotmail.com,PERSONAL,1,1,03-03-2013 00:00,3,24-05-2025 00:00,03-03-2013 00:00,24-05-2025 00:00,2000,2000
1277,2,william.jackson771@aol.com,PRIMARY,1,0,24-09-2012 00:00,1,05-11-2015 00:00,24-09-2012 00:00,05-11-2015 00:00,1000,2000
1278,1,elizabeth.anderson477@outlook.com,SECONDARY,1,1,18-09-2012 00:00,0,27-02-2014 00:00,18-09-2012 00:00,27-02-2014 00:00,2000,1000
1278,2,elizabeth.anderson726@aol.com,WORK,1,0,29-04-2012 00:00,0,21-09-2023 00:00,29-04-2012 00:00,21-09-2023 00:00,2000,-1
1278,3,elizabeth.anderson967@hotmail.com,PERSONAL,1,0,30-08-2013 00:00,0,02-09-2019 00:00,30-08-2013 00:00,02-09-2019 00:00,-2,-2
1279,1,mary.jackson473@outlook.com,WORK,0,1,27-11-2012 00:00,0,04-01-2025 00:00,27-11-2012 00:00,04-01-2025 00:00,2000,1000
1279,2,mary.jackson210@icloud.com,PERSONAL,0,0,13-07-2012 00:00,0,11-03-2017 00:00,13-07-2012 00:00,11-03-2017 00:00,-1,2000
1280,1,jennifer.anderson297@gmail.com,PRIMARY,0,0,05-02-2013 00:00,2,27-06-2018 00:00,05-02-2013 00:00,27-06-2018 00:00,-1,1000
1281,1,thomas.moore51@yahoo.com,BUSINESS,1,0,08-11-2013 00:00,0,05-04-2015 00:00,08-11-2013 00:00,05-04-2015 00:00,-1,-2
1282,1,robert.wilson390@yahoo.com,BUSINESS,1,0,08-04-2012 00:00,0,05-12-2021 00:00,08-04-2012 00:00,05-12-2021 00:00,-1,-1
1282,2,robert.wilson957@hotmail.com,PRIMARY,1,1,30-03-2012 00:00,0,05-06-2024 00:00,30-03-2012 00:00,05-06-2024 00:00,-1,-2
1283,1,sarah.thomas959@outlook.com,BUSINESS,1,1,28-12-2012 00:00,3,02-10-2022 00:00,28-12-2012 00:00,02-10-2022 00:00,1000,-2
1284,1,sarah.wilson952@icloud.com,PRIMARY,1,0,21-08-2014 00:00,1,18-08-2025 00:00,21-08-2014 00:00,18-08-2025 00:00,-1,1000
1284,2,sarah.wilson907@outlook.com,PERSONAL,1,0,11-05-2013 00:00,0,13-01-2018 00:00,11-05-2013 00:00,13-01-2018 00:00,1000,-2
1285,1,linda.taylor661@hotmail.com,SECONDARY,1,1,15-01-2014 00:00,0,29-05-2018 00:00,15-01-2014 00:00,29-05-2018 00:00,2000,-2
1286,1,william.jackson281@hotmail.com,BUSINESS,1,0,24-04-2013 00:00,0,05-03-2020 00:00,24-04-2013 00:00,05-03-2020 00:00,-2,1000
1287,1,barbara.wilson733@aol.com,WORK,1,0,24-04-2012 00:00,0,11-04-2022 00:00,24-04-2012 00:00,11-04-2022 00:00,2000,-2
1288,1,susan.johnson499@outlook.com,PRIMARY,1,0,07-08-2012 00:00,3,02-09-2014 00:00,07-08-2012 00:00,02-09-2014 00:00,1000,2000
1288,2,susan.johnson643@outlook.com,BUSINESS,1,0,26-09-2013 00:00,3,07-02-2022 00:00,26-09-2013 00:00,07-02-2022 00:00,-2,-2
1289,1,james.thomas991@icloud.com,SECONDARY,0,0,01-11-2013 00:00,0,13-06-2016 00:00,01-11-2013 00:00,13-06-2016 00:00,1000,1000
1290,1,susan.hernandez375@aol.com,SECONDARY,1,1,27-08-2012 00:00,0,11-09-2016 00:00,27-08-2012 00:00,11-09-2016 00:00,1000,-1
1293,1,joseph.martinez945@gmail.com,SECONDARY,1,0,04-06-2013 00:00,3,09-10-2018 00:00,04-06-2013 00:00,09-10-2018 00:00,2000,1000
1294,1,jessica.thomas955@hotmail.com,WORK,1,0,25-03-2014 00:00,2,17-01-2015 00:00,25-03-2014 00:00,17-01-2015 00:00,-2,-2
1295,1,mary.taylor252@hotmail.com,PERSONAL,1,1,04-02-2012 00:00,3,06-03-2016 00:00,04-02-2012 00:00,06-03-2016 00:00,1000,2000
1296,1,patricia.wilson94@hotmail.com,PRIMARY,0,0,27-08-2014 00:00,2,31-05-2019 00:00,27-08-2014 00:00,31-05-2019 00:00,2000,1000
1297,1,linda.johnson727@yahoo.com,BUSINESS,1,1,27-04-2012 00:00,3,18-02-2016 00:00,27-04-2012 00:00,18-02-2016 00:00,-2,1000
1298,1,robert.garcia101@outlook.com,SECONDARY,1,1,16-10-2013 00:00,1,28-05-2021 00:00,16-10-2013 00:00,28-05-2021 00:00,2000,-2
1299,1,susan.thomas534@icloud.com,PRIMARY,0,0,15-04-2013 00:00,0,26-09-2014 00:00,15-04-2013 00:00,26-09-2014 00:00,2000,2000
1299,2,susan.thomas639@gmail.com,SECONDARY,1,1,02-05-2012 00:00,1,18-10-2018 00:00,02-05-2012 00:00,18-10-2018 00:00,1000,-1
1300,1,elizabeth.johnson461@hotmail.com,BUSINESS,1,0,02-04-2012 00:00,1,15-04-2024 00:00,02-04-2012 00:00,15-04-2024 00:00,-2,1000
1301,1,jennifer.anderson452@yahoo.com,WORK,1,0,26-03-2012 00:00,0,02-02-2018 00:00,26-03-2012 00:00,02-02-2018 00:00,1000,1000
1301,2,jennifer.anderson153@aol.com,BUSINESS,1,0,04-06-2012 00:00,0,22-11-2015 00:00,04-06-2012 00:00,22-11-2015 00:00,2000,-2
1302,1,charles.hernandez631@gmail.com,PERSONAL,1,0,16-04-2014 00:00,0,06-02-2016 00:00,16-04-2014 00:00,06-02-2016 00:00,2000,-2
1302,2,charles.hernandez280@yahoo.com,SECONDARY,1,0,13-06-2013 00:00,1,20-01-2025 00:00,13-06-2013 00:00,20-01-2025 00:00,-1,2000
1303,1,patricia.jackson559@outlook.com,BUSINESS,1,0,02-08-2013 00:00,0,01-01-2024 00:00,02-08-2013 00:00,01-01-2024 00:00,-1,1000
1305,1,jennifer.miller764@yahoo.com,PERSONAL,1,1,08-07-2014 00:00,2,22-11-2017 00:00,08-07-2014 00:00,22-11-2017 00:00,-2,-2
1306,1,michael.jones457@aol.com,WORK,1,0,11-03-2013 00:00,1,27-01-2025 00:00,11-03-2013 00:00,27-01-2025 00:00,1000,-1
1307,1,joseph.davis80@hotmail.com,PRIMARY,1,1,18-03-2014 00:00,0,04-09-2018 00:00,18-03-2014 00:00,04-09-2018 00:00,1000,1000
1308,1,barbara.lopez906@hotmail.com,PRIMARY,0,1,17-09-2014 00:00,1,04-06-2025 00:00,17-09-2014 00:00,04-06-2025 00:00,-2,-1
1309,1,sarah.thomas592@hotmail.com,WORK,1,0,17-03-2013 00:00,0,09-08-2025 00:00,17-03-2013 00:00,09-08-2025 00:00,-2,1000
1310,1,john.jones88@aol.com,BUSINESS,1,1,14-06-2014 00:00,0,17-02-2017 00:00,14-06-2014 00:00,17-02-2017 00:00,-2,-1
1311,1,jennifer.martinez186@icloud.com,PERSONAL,1,0,21-04-2014 00:00,0,20-08-2021 00:00,21-04-2014 00:00,20-08-2021 00:00,-1,2000
1312,1,richard.wilson873@aol.com,BUSINESS,1,1,24-01-2012 00:00,1,22-01-2023 00:00,24-01-2012 00:00,22-01-2023 00:00,2000,2000
1313,1,elizabeth.smith69@hotmail.com,BUSINESS,0,0,16-07-2014 00:00,0,07-04-2023 00:00,16-07-2014 00:00,07-04-2023 00:00,1000,-2
1314,1,mary.moore562@gmail.com,BUSINESS,1,1,05-01-2013 00:00,2,10-09-2020 00:00,05-01-2013 00:00,10-09-2020 00:00,-2,-1
1315,1,karen.martinez88@icloud.com,SECONDARY,0,0,24-03-2012 00:00,0,22-12-2016 00:00,24-03-2012 00:00,22-12-2016 00:00,-1,2000
1316,1,linda.garcia639@hotmail.com,SECONDARY,1,1,23-01-2013 00:00,0,31-05-2019 00:00,23-01-2013 00:00,31-05-2019 00:00,-1,-1
1317,1,david.martinez275@outlook.com,WORK,0,1,28-10-2012 00:00,1,22-12-2012 00:00,28-10-2012 00:00,22-12-2012 00:00,-2,-1
1317,2,david.martinez697@yahoo.com,WORK,0,0,19-05-2012 00:00,2,24-02-2022 00:00,19-05-2012 00:00,24-02-2022 00:00,2000,-1
1318,1,jennifer.martinez167@yahoo.com,BUSINESS,1,0,03-10-2012 00:00,0,16-05-2015 00:00,03-10-2012 00:00,16-05-2015 00:00,2000,-2
1319,1,michael.anderson56@gmail.com,PERSONAL,1,0,21-11-2012 00:00,0,28-03-2017 00:00,21-11-2012 00:00,28-03-2017 00:00,-1,2000
1320,1,linda.smith878@icloud.com,PRIMARY,1,0,21-09-2014 00:00,2,26-08-2016 00:00,21-09-2014 00:00,26-08-2016 00:00,-2,1000
1320,2,linda.smith372@aol.com,BUSINESS,0,0,23-03-2012 00:00,1,06-11-2014 00:00,23-03-2012 00:00,06-11-2014 00:00,2000,1000
1320,3,linda.smith776@yahoo.com,BUSINESS,0,1,29-08-2014 00:00,3,03-08-2020 00:00,29-08-2014 00:00,03-08-2020 00:00,-1,-2
1322,1,william.martinez341@aol.com,PRIMARY,1,0,17-10-2013 00:00,2,25-04-2018 00:00,17-10-2013 00:00,25-04-2018 00:00,1000,1000
1323,1,sarah.rodriguez219@outlook.com,BUSINESS,1,0,03-08-2012 00:00,0,04-11-2013 00:00,03-08-2012 00:00,04-11-2013 00:00,-1,1000
1324,1,elizabeth.martin717@yahoo.com,WORK,1,0,25-01-2014 00:00,2,27-09-2025 00:00,25-01-2014 00:00,27-09-2025 00:00,1000,-1
